requested_date_ad,returned_bs_date,parsed_row_count,status
2024-06-11,"जेठ २९, २०८१",92.0,saved
2024-06-12,"जेठ ३०, २०८१",89.0,saved
2024-06-13,"जेठ ३१, २०८१",91.0,saved
2024-06-14,"जेठ ३२, २०८१",88.0,saved
2024-06-15,"असार ०१, २०८१",89.0,saved
2024-06-16,"असार ०२, २०८१",91.0,saved
2024-06-17,"असार ०३, २०८१",72.0,saved
2024-06-18,"असार ०४, २०८१",91.0,saved
2024-06-19,"असार ०५, २०८१",89.0,saved
2024-06-20,"असार ०६, २०८१",89.0,saved
2024-06-21,"असार ०७, २०८१",87.0,saved
2024-06-22,"असार ०८, २०८१",87.0,saved
2024-06-23,"असार ०९, २०८१",89.0,saved
2024-06-24,"असार १०, २०८१",83.0,saved
2024-06-25,"असार ११, २०८१",85.0,saved
2024-06-26,"असार १२, २०८१",83.0,saved
2024-06-27,"असार १३, २०८१",88.0,saved
2024-06-28,"असार १४, २०८१",87.0,saved
2024-06-29,"असार १५, २०८१",86.0,saved
2024-06-30,"असार १६, २०८१",87.0,saved
2024-07-01,"असार १७, २०८१",85.0,saved
2024-07-02,"असार १८, २०८१",91.0,saved
2024-07-03,"असार १९, २०८१",83.0,saved
2024-07-04,"असार २०, २०८१",87.0,saved
2024-07-05,"असार २१, २०८१",81.0,saved
2024-07-06,"असार २२, २०८१",81.0,saved
2024-07-07,"असार २३, २०८१",88.0,saved
2024-07-08,"असार २४, २०८१",82.0,saved
2024-07-09,"असार २५, २०८१",88.0,saved
2024-07-10,"असार २६, २०८१",78.0,saved
2024-07-11,"असार २७, २०८१",84.0,saved
2024-07-12,"असार २८, २०८१",83.0,saved
2024-07-13,"असार २९, २०८१",85.0,saved
2024-07-14,"असार ३०, २०८१",89.0,saved
2024-07-15,"असार ३१, २०८१",85.0,saved
2024-07-16,"साउन ०१, २०८१",90.0,saved
2024-07-17,"साउन ०२, २०८१",84.0,saved
2024-07-18,"साउन ०३, २०८१",89.0,saved
2024-07-19,"साउन ०४, २०८१",89.0,saved
2024-07-20,"साउन ०५, २०८१",90.0,saved
2024-07-21,"साउन ०६, २०८१",92.0,saved
2024-07-22,"साउन ०७, २०८१",86.0,saved
2024-07-23,"साउन ०८, २०८१",88.0,saved
2024-07-24,"साउन ०९, २०८१",89.0,saved
2024-07-25,"साउन १०, २०८१",91.0,saved
2024-07-26,"साउन ११, २०८१",90.0,saved
2024-07-27,"साउन १२, २०८१",91.0,saved
2024-07-28,"साउन १३, २०८१",90.0,saved
2024-07-29,"साउन १४, २०८१",93.0,saved
2024-07-30,"साउन १५, २०८१",93.0,saved
2024-07-31,"साउन १६, २०८१",93.0,saved
2024-08-01,"साउन १७, २०८१",93.0,saved
2024-08-02,"साउन १८, २०८१",94.0,saved
2024-08-03,"साउन १९, २०८१",96.0,saved
2024-08-04,"साउन २०, २०८१",96.0,saved
2024-08-05,"साउन २१, २०८१",92.0,saved
2024-08-06,"साउन २२, २०८१",97.0,saved
2024-08-07,"साउन २३, २०८१",97.0,saved
2024-08-08,"साउन २४, २०८१",97.0,saved
2024-08-09,"साउन २५, २०८१",99.0,saved
2024-08-10,"साउन २६, २०८१",100.0,saved
2024-08-11,"साउन २७, २०८१",99.0,saved
2024-08-12,"साउन २८, २०८१",98.0,saved
2024-08-13,"साउन २९, २०८१",98.0,saved
2024-08-14,"साउन ३०, २०८१",98.0,saved
2024-08-15,"साउन ३१, २०८१",99.0,saved
2024-08-16,"साउन ३२, २०८१",99.0,saved
2024-08-17,"भदौ ०१, २०८१",95.0,saved
2024-08-18,"भदौ ०२, २०८१",95.0,saved
2024-08-19,"भदौ ०३, २०८१",94.0,saved
2024-08-20,"भदौ ०४, २०८१",97.0,saved
2024-08-21,"भदौ ०५, २०८१",94.0,saved
2024-08-22,"भदौ ०६, २०८१",97.0,saved
2024-08-23,"भदौ ०७, २०८१",94.0,saved
2024-08-24,"भदौ ०८, २०८१",95.0,saved
2024-08-25,"भदौ ०९, २०८१",97.0,saved
2024-08-26,"भदौ १०, २०८१",97.0,saved
2024-08-27,"भदौ ११, २०८१",97.0,saved
2024-08-28,"भदौ १२, २०८१",98.0,saved
2024-08-29,"भदौ १३, २०८१",97.0,saved
2024-08-30,"भदौ १४, २०८१",98.0,saved
2024-08-31,"भदौ १५, २०८१",98.0,saved
2024-09-01,"भदौ १६, २०८१",98.0,saved
2024-09-02,"भदौ १७, २०८१",98.0,saved
2024-09-03,"भदौ १८, २०८१",97.0,saved
2024-09-04,"भदौ १९, २०८१",97.0,saved
2024-09-05,"भदौ २०, २०८१",95.0,saved
2024-09-06,"भदौ २१, २०८१",95.0,saved
2024-09-07,"भदौ २२, २०८१",96.0,saved
2024-09-08,"भदौ २३, २०८१",95.0,saved
2024-09-09,"भदौ २४, २०८१",94.0,saved
2024-09-10,"भदौ २५, २०८१",92.0,saved
2024-09-11,"भदौ २६, २०८१",93.0,saved
2024-09-12,"भदौ २७, २०८१",93.0,saved
2024-09-13,"भदौ २८, २०८१",93.0,saved
2024-09-14,"भदौ २९, २०८१",92.0,saved
2024-09-15,"भदौ ३०, २०८१",93.0,saved
2024-09-16,"भदौ ३१, २०८१",94.0,saved
2024-09-17,"असोज ०१, २०८१",94.0,saved
2024-09-18,"असोज ०२, २०८१",94.0,saved
2024-09-19,"असोज ०३, २०८१",94.0,saved
2024-09-20,"असोज ०४, २०८१",96.0,saved
2024-09-21,"असोज ०५, २०८१",94.0,saved
2024-09-22,"असोज ०६, २०८१",94.0,saved
2024-09-23,"असोज ०७, २०८१",94.0,saved
2024-09-24,"असोज ०८, २०८१",93.0,saved
2024-09-25,"असोज ०९, २०८१",94.0,saved
2024-09-26,"असोज १०, २०८१",96.0,saved
2024-09-27,"असोज ११, २०८१",96.0,saved
2024-09-28,"असोज १२, २०८१",91.0,saved
2024-09-29,"असोज १३, २०८१",80.0,saved
2024-09-30,"असोज १४, २०८१",84.0,saved
2024-10-01,"असोज १५, २०८१",90.0,saved
2024-10-02,"असोज १६, २०८१",93.0,saved
2024-10-03,"असोज १७, २०८१",94.0,saved
2024-10-04,"असोज १८, २०८१",95.0,saved
2024-10-05,"असोज १९, २०८१",93.0,saved
2024-10-06,"असोज २०, २०८१",96.0,saved
2024-10-07,"असोज २१, २०८१",95.0,saved
2024-10-08,"असोज २२, २०८१",97.0,saved
2024-10-09,"असोज २३, २०८१",99.0,saved
2024-10-10,"असोज २४, २०८१",99.0,saved
2024-10-11,"असोज २५, २०८१",95.0,saved
2024-10-12,"असोज २६, २०८१",85.0,saved
2024-10-13,"असोज २७, २०८१",99.0,saved
2024-10-14,"असोज २८, २०८१",97.0,saved
2024-10-15,"असोज २९, २०८१",99.0,saved
2024-10-16,"असोज ३०, २०८१",99.0,saved
2024-10-17,"कार्तिक ०१, २०८१",100.0,saved
2024-10-18,"कार्तिक ०२, २०८१",95.0,saved
2024-10-19,"कार्तिक ०३, २०८१",95.0,saved
2024-10-20,"कार्तिक ०४, २०८१",97.0,saved
2024-10-21,"कार्तिक ०५, २०८१",97.0,saved
2024-10-22,"कार्तिक ०६, २०८१",98.0,saved
2024-10-23,"कार्तिक ०७, २०८१",99.0,saved
2024-10-24,"कार्तिक ०८, २०८१",103.0,saved
2024-10-25,"कार्तिक ०९, २०८१",101.0,saved
2024-10-26,"कार्तिक १०, २०८१",101.0,saved
2024-10-27,"कार्तिक ११, २०८१",99.0,saved
2024-10-28,"कार्तिक १२, २०८१",103.0,saved
2024-10-29,"कार्तिक १३, २०८१",100.0,saved
2024-10-30,"कार्तिक १४, २०८१",102.0,saved
2024-10-31,"कार्तिक १५, २०८१",101.0,saved
2024-11-01,"कार्तिक १६, २०८१",101.0,saved
2024-11-02,"कार्तिक १७, २०८१",102.0,saved
2024-11-03,"कार्तिक १८, २०८१",102.0,saved
2024-11-04,"कार्तिक १९, २०८१",103.0,saved
2024-11-05,"कार्तिक २०, २०८१",102.0,saved
2024-11-06,"कार्तिक २१, २०८१",103.0,saved
2024-11-07,"कार्तिक २२, २०८१",102.0,saved
2024-11-08,"कार्तिक २३, २०८१",101.0,saved
2024-11-09,"कार्तिक २४, २०८१",101.0,saved
2024-11-10,"कार्तिक २५, २०८१",104.0,saved
2024-11-11,"कार्तिक २६, २०८१",102.0,saved
2024-11-12,"कार्तिक २७, २०८१",103.0,saved
2024-11-13,"कार्तिक २८, २०८१",105.0,saved
2024-11-14,"कार्तिक २९, २०८१",105.0,saved
2024-11-15,"कार्तिक ३०, २०८१",103.0,saved
2024-11-16,"मङ्सिर ०१, २०८१",105.0,saved
2024-11-17,"मङ्सिर ०२, २०८१",105.0,saved
2024-11-18,"मङ्सिर ०३, २०८१",105.0,saved
2024-11-19,"मङ्सिर ०४, २०८१",105.0,saved
2024-11-20,"मङ्सिर ०५, २०८१",105.0,saved
2024-11-21,"मङ्सिर ०६, २०८१",107.0,saved
2024-11-22,"मङ्सिर ०७, २०८१",106.0,saved
2024-11-23,"मङ्सिर ०८, २०८१",107.0,saved
2024-11-24,"मङ्सिर ०९, २०८१",109.0,saved
2024-11-25,"मङ्सिर १०, २०८१",111.0,saved
2024-11-26,"मङ्सिर ११, २०८१",111.0,saved
2024-11-27,"मङ्सिर १२, २०८१",111.0,saved
2024-11-28,"मङ्सिर १३, २०८१",111.0,saved
2024-11-29,"मङ्सिर १४, २०८१",109.0,saved
2024-11-30,"मङ्सिर १५, २०८१",109.0,saved
2024-12-01,"मङ्सिर १६, २०८१",108.0,saved
2024-12-02,"मङ्सिर १७, २०८१",109.0,saved
2024-12-03,"मङ्सिर १८, २०८१",109.0,saved
2024-12-04,"मङ्सिर १९, २०८१",109.0,saved
2024-12-05,"मङ्सिर २०, २०८१",108.0,saved
2024-12-06,"मङ्सिर २१, २०८१",110.0,saved
2024-12-07,"मङ्सिर २२, २०८१",110.0,saved
2024-12-08,"मङ्सिर २३, २०८१",109.0,saved
2024-12-09,"मङ्सिर २४, २०८१",110.0,saved
2024-12-10,"मङ्सिर २५, २०८१",111.0,saved
2024-12-11,"मङ्सिर २६, २०८१",105.0,saved
2024-12-12,"मङ्सिर २७, २०८१",108.0,saved
2024-12-13,"मङ्सिर २८, २०८१",108.0,saved
2024-12-14,"मङ्सिर २९, २०८१",107.0,saved
2024-12-15,"मङ्सिर ३०, २०८१",109.0,saved
2024-12-16,"पुस ०१, २०८१",109.0,saved
2024-12-17,"पुस ०२, २०८१",109.0,saved
2024-12-18,"पुस ०३, २०८१",108.0,saved
2024-12-19,"पुस ०४, २०८१",108.0,saved
2024-12-20,"पुस ०५, २०८१",107.0,saved
2024-12-21,"पुस ०६, २०८१",107.0,saved
2024-12-22,"पुस ०७, २०८१",106.0,saved
2024-12-23,"पुस ०८, २०८१",106.0,saved
2024-12-24,"पुस ०९, २०८१",106.0,saved
2024-12-25,"पुस १०, २०८१",104.0,saved
2024-12-26,"पुस ११, २०८१",106.0,saved
2024-12-27,"पुस १२, २०८१",100.0,saved
2024-12-28,"पुस १३, २०८१",103.0,saved
2024-12-29,"पुस १४, २०८१",103.0,saved
2024-12-30,"पुस १५, २०८१",105.0,saved
2024-12-31,"पुस १६, २०८१",102.0,saved
2025-01-01,"पुस १७, २०८१",103.0,saved
2025-01-02,"पुस १८, २०८१",104.0,saved
2025-01-03,"पुस १९, २०८१",104.0,saved
2025-01-04,"पुस २०, २०८१",104.0,saved
2025-01-05,"पुस २१, २०८१",104.0,saved
2025-01-06,"पुस २२, २०८१",104.0,saved
2025-01-07,"पुस २३, २०८१",104.0,saved
2025-01-08,"पुस २४, २०८१",104.0,saved
2025-01-09,"पुस २५, २०८१",102.0,saved
2025-01-10,"पुस २६, २०८१",101.0,saved
2025-01-11,"पुस २७, २०८१",100.0,saved
2025-01-12,"पुस २८, २०८१",103.0,saved
2025-01-13,"पुस २९, २०८१",103.0,saved
2025-01-14,"माघ ०१, २०८१",103.0,saved
2025-01-15,"माघ ०२, २०८१",102.0,saved
2025-01-16,"माघ ०३, २०८१",104.0,saved
2025-01-17,"माघ ०४, २०८१",104.0,saved
2025-01-18,"माघ ०५, २०८१",104.0,saved
2025-01-19,"माघ ०६, २०८१",103.0,saved
2025-01-20,"माघ ०७, २०८१",103.0,saved
2025-01-21,"माघ ०८, २०८१",103.0,saved
2025-01-22,"माघ ०९, २०८१",102.0,saved
2025-01-23,"माघ १०, २०८१",104.0,saved
2025-01-24,"माघ ११, २०८१",104.0,saved
2025-01-25,"माघ १२, २०८१",102.0,saved
2025-01-26,"माघ १३, २०८१",102.0,saved
2025-01-27,"माघ १४, २०८१",100.0,saved
2025-01-28,"माघ १५, २०८१",99.0,saved
2025-01-29,"माघ १६, २०८१",100.0,saved
2025-01-30,"माघ १७, २०८१",102.0,saved
2025-01-31,"माघ १८, २०८१",101.0,saved
2025-02-01,"माघ १९, २०८१",102.0,saved
2025-02-02,"माघ २०, २०८१",102.0,saved
2025-02-03,"माघ २१, २०८१",102.0,saved
2025-02-04,"माघ २२, २०८१",105.0,saved
2025-02-05,"माघ २३, २०८१",105.0,saved
2025-02-06,"माघ २४, २०८१",104.0,saved
2025-02-07,"माघ २५, २०८१",100.0,saved
2025-02-08,"माघ २६, २०८१",103.0,saved
2025-02-09,"माघ २७, २०८१",103.0,saved
2025-02-10,"माघ २८, २०८१",104.0,saved
2025-02-11,"माघ २९, २०८१",104.0,saved
2025-02-12,"माघ ३०, २०८१",105.0,saved
2025-02-13,"फाल्गुण ०१, २०८१",105.0,saved
2025-02-14,"फाल्गुण ०२, २०८१",106.0,saved
2025-02-15,"फाल्गुण ०३, २०८१",100.0,saved
2025-02-16,"फाल्गुण ०४, २०८१",101.0,saved
2025-02-17,"फाल्गुण ०५, २०८१",100.0,saved
2025-02-18,"फाल्गुण ०६, २०८१",99.0,saved
2025-02-19,"फाल्गुण ०७, २०८१",100.0,saved
2025-02-20,"फाल्गुण ०८, २०८१",100.0,saved
2025-02-21,"फाल्गुण ०९, २०८१",99.0,saved
2025-02-22,"फाल्गुण १०, २०८१",98.0,saved
2025-02-23,"फाल्गुण ११, २०८१",98.0,saved
2025-02-24,"फाल्गुण १२, २०८१",101.0,saved
2025-02-25,"फाल्गुण १३, २०८१",101.0,saved
2025-02-26,"फाल्गुण १४, २०८१",101.0,saved
2025-02-27,"फाल्गुण १५, २०८१",104.0,saved
2025-02-28,"फाल्गुण १६, २०८१",103.0,saved
2025-03-01,"फाल्गुण १७, २०८१",102.0,saved
2025-03-02,"फाल्गुण १८, २०८१",104.0,saved
2025-03-03,"फाल्गुण १९, २०८१",102.0,saved
2025-03-04,"फाल्गुण २०, २०८१",0.0,no_data
2025-03-05,"फाल्गुण २१, २०८१",104.0,saved
2025-03-06,"फाल्गुण २२, २०८१",103.0,saved
2025-03-07,"फाल्गुण २३, २०८१",102.0,saved
2025-03-08,"फाल्गुण २४, २०८१",98.0,saved
2025-03-09,"फाल्गुण २५, २०८१",100.0,saved
2025-03-10,"फाल्गुण २६, २०८१",101.0,saved
2025-03-11,"फाल्गुण २७, २०८१",100.0,saved
2025-03-12,"फाल्गुण २८, २०८१",98.0,saved
2025-03-13,"फाल्गुण २९, २०८१",99.0,saved
2025-03-14,"चैत ०१, २०८१",100.0,saved
2025-03-15,"चैत ०२, २०८१",99.0,saved
2025-03-16,"चैत ०३, २०८१",99.0,saved
2025-03-17,"चैत ०४, २०८१",100.0,saved
2025-03-18,"चैत ०५, २०८१",100.0,saved
2025-03-19,"चैत ०६, २०८१",102.0,saved
2025-03-20,"चैत ०७, २०८१",102.0,saved
2025-03-21,"चैत ०८, २०८१",100.0,saved
2025-03-22,"चैत ०९, २०८१",110.0,saved
2025-03-23,"चैत १०, २०८१",111.0,saved
2025-03-24,"चैत ११, २०८१",111.0,saved
2025-03-25,"चैत १२, २०८१",112.0,saved
2025-03-26,"चैत १३, २०८१",113.0,saved
2025-03-27,"चैत १४, २०८१",114.0,saved
2025-03-28,"चैत १५, २०८१",114.0,saved
2025-03-29,"चैत १६, २०८१",113.0,saved
2025-03-30,"चैत १७, २०८१",113.0,saved
2025-03-31,"चैत १८, २०८१",109.0,saved
2025-04-01,"चैत १९, २०८१",108.0,saved
2025-04-02,"चैत २०, २०८१",110.0,saved
2025-04-03,"चैत २१, २०८१",111.0,saved
2025-04-04,"चैत २२, २०८१",111.0,saved
2025-04-05,"चैत २३, २०८१",111.0,saved
2025-04-06,"चैत २४, २०८१",112.0,saved
2025-04-07,"चैत २५, २०८१",112.0,saved
2025-04-08,"चैत २६, २०८१",110.0,saved
2025-04-09,"चैत २७, २०८१",104.0,saved
2025-04-10,"चैत २८, २०८१",111.0,saved
2025-04-11,"चैत २९, २०८१",111.0,saved
2025-04-12,"चैत ३०, २०८१",111.0,saved
2025-04-13,"चैत ३१, २०८१",111.0,saved
2025-04-14,"बैशाख ०१, २०८२",112.0,saved
2025-04-15,"बैशाख ०२, २०८२",111.0,saved
2025-04-16,"बैशाख ०३, २०८२",112.0,saved
2025-04-17,"बैशाख ०४, २०८२",112.0,saved
2025-04-18,"बैशाख ०५, २०८२",110.0,saved
2025-04-19,"बैशाख ०६, २०८२",111.0,saved
2025-04-20,"बैशाख ०७, २०८२",110.0,saved
2025-04-21,"बैशाख ०८, २०८२",107.0,saved
2025-04-22,"बैशाख ०९, २०८२",109.0,saved
2025-04-23,"बैशाख १०, २०८२",109.0,saved
2025-04-24,"बैशाख ११, २०८२",110.0,saved
2025-04-25,"बैशाख १२, २०८२",110.0,saved
2025-04-26,"बैशाख १३, २०८२",110.0,saved
2025-04-27,"बैशाख १४, २०८२",109.0,saved
2025-04-28,"बैशाख १५, २०८२",109.0,saved
2025-04-29,"बैशाख १६, २०८२",109.0,saved
2025-04-30,"बैशाख १७, २०८२",110.0,saved
2025-05-01,"बैशाख १८, २०८२",110.0,saved
2025-05-02,"बैशाख १९, २०८२",110.0,saved
2025-05-03,"बैशाख २०, २०८२",110.0,saved
2025-05-04,"बैशाख २१, २०८२",107.0,saved
2025-05-05,"बैशाख २२, २०८२",106.0,saved
2025-05-06,"बैशाख २३, २०८२",107.0,saved
2025-05-07,"बैशाख २४, २०८२",105.0,saved
2025-05-08,"बैशाख २५, २०८२",106.0,saved
2025-05-09,"बैशाख २६, २०८२",102.0,saved
2025-05-10,"बैशाख २७, २०८२",102.0,saved
2025-05-11,"बैशाख २८, २०८२",103.0,saved
2025-05-12,"बैशाख २९, २०८२",102.0,saved
2025-05-13,"बैशाख ३०, २०८२",102.0,saved
2025-05-14,"बैशाख ३१, २०८२",103.0,saved
2025-05-15,"जेठ ०१, २०८२",101.0,saved
2025-05-16,"जेठ ०२, २०८२",99.0,saved
2025-05-17,"जेठ ०३, २०८२",100.0,saved
2025-05-18,"जेठ ०४, २०८२",100.0,saved
2025-05-19,"जेठ ०५, २०८२",98.0,saved
2025-05-20,"जेठ ०६, २०८२",98.0,saved
2025-05-21,"जेठ ०७, २०८२",97.0,saved
2025-05-22,"जेठ ०८, २०८२",100.0,saved
2025-05-23,"जेठ ०९, २०८२",98.0,saved
2025-05-24,"जेठ १०, २०८२",99.0,saved
2025-05-25,"जेठ ११, २०८२",99.0,saved
2025-05-26,"जेठ १२, २०८२",99.0,saved
2025-05-27,"जेठ १३, २०८२",99.0,saved
2025-05-28,"जेठ १४, २०८२",99.0,saved
2025-05-29,"जेठ १५, २०८२",97.0,saved
2025-05-30,"जेठ १६, २०८२",99.0,saved
2025-05-31,"जेठ १७, २०८२",101.0,saved
2025-06-01,"जेठ १८, २०८२",102.0,saved
2025-06-02,"जेठ १९, २०८२",101.0,saved
2025-06-03,"जेठ २०, २०८२",96.0,saved
2025-06-04,"जेठ २१, २०८२",98.0,saved
2025-06-05,"जेठ २२, २०८२",98.0,saved
2025-06-06,"जेठ २३, २०८२",95.0,saved
2025-06-07,"जेठ २४, २०८२",97.0,saved
2025-06-08,"जेठ २५, २०८२",95.0,saved
2025-06-09,"जेठ २६, २०८२",96.0,saved
2025-06-10,"जेठ २७, २०८२",95.0,saved
2025-06-11,"जेठ २८, २०८२",93.0,saved
2025-06-12,"जेठ २९, २०८२",92.0,saved
2025-06-13,"जेठ ३०, २०८२",92.0,saved
2025-06-14,"जेठ ३१, २०८२",94.0,saved
2025-06-15,"असार ०१, २०८२",89.0,saved
2025-06-16,"असार ०२, २०८२",88.0,saved
2025-06-17,"असार ०३, २०८२",93.0,saved
2025-06-18,"असार ०४, २०८२",92.0,saved
2025-06-19,"असार ०५, २०८२",92.0,saved
2025-06-20,"असार ०६, २०८२",95.0,saved
2025-06-21,"असार ०७, २०८२",96.0,saved
2025-06-22,"असार ०८, २०८२",96.0,saved
2025-06-23,"असार ०९, २०८२",96.0,saved
2025-06-24,"असार १०, २०८२",95.0,saved
2025-06-25,"असार ११, २०८२",96.0,saved
2025-06-26,"असार १२, २०८२",97.0,saved
2025-06-27,"असार १३, २०८२",99.0,saved
2025-06-28,"असार १४, २०८२",99.0,saved
2025-06-29,"असार १५, २०८२",96.0,saved
2025-06-30,"असार १६, २०८२",97.0,saved
2025-07-01,"असार १७, २०८२",95.0,saved
2025-07-02,"असार १८, २०८२",88.0,saved
2025-07-03,"असार १९, २०८२",91.0,saved
2025-07-04,"असार २०, २०८२",92.0,saved
2025-07-05,"असार २१, २०८२",92.0,saved
2025-07-06,"असार २२, २०८२",93.0,saved
2025-07-07,"असार २३, २०८२",93.0,saved
2025-07-08,"असार २४, २०८२",93.0,saved
2025-07-09,"असार २५, २०८२",92.0,saved
2025-07-10,"असार २६, २०८२",92.0,saved
2025-07-11,"असार २७, २०८२",91.0,saved
2025-07-12,"असार २८, २०८२",93.0,saved
2025-07-13,"असार २९, २०८२",94.0,saved
2025-07-14,"असार ३०, २०८२",93.0,saved
2025-07-15,"असार ३१, २०८२",93.0,saved
2025-07-16,"असार ३२, २०८२",94.0,saved
2025-07-17,"साउन ०१, २०८२",93.0,saved
2025-07-18,"साउन ०२, २०८२",94.0,saved
2025-07-19,"साउन ०३, २०८२",94.0,saved
2025-07-20,"साउन ०४, २०८२",93.0,saved
2025-07-21,"साउन ०५, २०८२",93.0,saved
2025-07-22,"साउन ०६, २०८२",93.0,saved
2025-07-23,"साउन ०७, २०८२",104.0,saved
2025-07-24,"साउन ०८, २०८२",91.0,saved
2025-07-25,"साउन ०९, २०८२",93.0,saved
2025-07-26,"साउन १०, २०८२",98.0,saved
2025-07-27,"साउन ११, २०८२",95.0,saved
2025-07-28,"साउन १२, २०८२",96.0,saved
2025-07-29,"साउन १३, २०८२",95.0,saved
2025-07-30,"साउन १४, २०८२",99.0,saved
2025-07-31,"साउन १५, २०८२",98.0,saved
2025-08-01,"साउन १६, २०८२",99.0,saved
2025-08-02,"साउन १७, २०८२",99.0,saved
2025-08-03,"साउन १८, २०८२",97.0,saved
2025-08-04,"साउन १९, २०८२",97.0,saved
2025-08-05,"साउन २०, २०८२",99.0,saved
2025-08-06,"साउन २१, २०८२",99.0,saved
2025-08-07,"साउन २२, २०८२",100.0,saved
2025-08-08,"साउन २३, २०८२",100.0,saved
2025-08-09,"साउन २४, २०८२",103.0,saved
2025-08-10,"साउन २५, २०८२",102.0,saved
2025-08-11,"साउन २६, २०८२",100.0,saved
2025-08-12,"साउन २७, २०८२",100.0,saved
2025-08-13,"साउन २८, २०८२",99.0,saved
2025-08-14,"साउन २९, २०८२",99.0,saved
2025-08-15,"साउन ३०, २०८२",101.0,saved
2025-08-16,"साउन ३१, २०८२",101.0,saved
2025-08-17,"भदौ ०१, २०८२",99.0,saved
2025-08-18,"भदौ ०२, २०८२",98.0,saved
2025-08-19,"भदौ ०३, २०८२",100.0,saved
2025-08-20,"भदौ ०४, २०८२",97.0,saved
2025-08-21,"भदौ ०५, २०८२",99.0,saved
2025-08-22,"भदौ ०६, २०८२",99.0,saved
2025-08-23,"भदौ ०७, २०८२",103.0,saved
2025-08-24,"भदौ ०८, २०८२",99.0,saved
2025-08-25,"भदौ ०९, २०८२",99.0,saved
2025-08-26,"भदौ १०, २०८२",100.0,saved
2025-08-27,"भदौ ११, २०८२",101.0,saved
2025-08-28,"भदौ १२, २०८२",101.0,saved
2025-08-29,"भदौ १३, २०८२",100.0,saved
2025-08-30,"भदौ १४, २०८२",102.0,saved
2025-08-31,"भदौ १५, २०८२",104.0,saved
2025-09-01,"भदौ १६, २०८२",99.0,saved
2025-09-02,"भदौ १७, २०८२",99.0,saved
2025-09-03,"भदौ १८, २०८२",101.0,saved
2025-09-04,"भदौ १९, २०८२",100.0,saved
2025-09-05,"भदौ २०, २०८२",100.0,saved
2025-09-06,"भदौ २१, २०८२",103.0,saved
2025-09-07,"भदौ २२, २०८२",101.0,saved
2025-09-08,"भदौ २३, २०८२",100.0,saved
2025-09-09,"भदौ २४, २०८२",99.0,saved
2025-09-10,"भदौ २५, २०८२",0.0,no_data
2025-09-11,"भदौ २६, २०८२",77.0,saved
2025-09-12,"भदौ २७, २०८२",69.0,saved
2025-09-13,"भदौ २८, २०८२",100.0,saved
2025-09-14,"भदौ २९, २०८२",99.0,saved
2025-09-15,"भदौ ३०, २०८२",98.0,saved
2025-09-16,"भदौ ३१, २०८२",97.0,saved
2025-09-17,"असोज ०१, २०८२",96.0,saved
2025-09-18,"असोज ०२, २०८२",99.0,saved
2025-09-19,"असोज ०३, २०८२",100.0,saved
2025-09-20,"असोज ०४, २०८२",91.0,saved
2025-09-21,"असोज ०५, २०८२",98.0,saved
2025-09-22,"असोज ०६, २०८२",98.0,saved
2025-09-23,"असोज ०७, २०८२",98.0,saved
2025-09-24,"असोज ०८, २०८२",102.0,saved
2025-09-25,"असोज ०९, २०८२",102.0,saved
2025-09-26,"असोज १०, २०८२",104.0,saved
2025-09-27,"असोज ११, २०८२",106.0,saved
2025-09-28,"असोज १२, २०८२",107.0,saved
2025-09-29,"असोज १३, २०८२",103.0,saved
2025-09-30,"असोज १४, २०८२",101.0,saved
2025-10-01,"असोज १५, २०८२",103.0,saved
2025-10-02,"असोज १६, २०८२",102.0,saved
2025-10-03,"असोज १७, २०८२",94.0,saved
2025-10-04,"असोज १८, २०८२",102.0,saved
2025-10-05,"असोज १९, २०८२",100.0,saved
2025-10-06,"असोज २०, २०८२",100.0,saved
2025-10-07,"असोज २१, २०८२",102.0,saved
2025-10-08,"असोज २२, २०८२",105.0,saved
2025-10-09,"असोज २३, २०८२",105.0,saved
2025-10-10,"असोज २४, २०८२",104.0,saved
2025-10-11,"असोज २५, २०८२",101.0,saved
2025-10-12,"असोज २६, २०८२",99.0,saved
2025-10-13,"असोज २७, २०८२",97.0,saved
2025-10-14,"असोज २८, २०८२",101.0,saved
2025-10-15,"असोज २९, २०८२",102.0,saved
2025-10-16,"असोज ३०, २०८२",101.0,saved
2025-10-17,"असोज ३१, २०८२",103.0,saved
2025-10-18,"कार्तिक ०१, २०८२",100.0,saved
2025-10-19,"कार्तिक ०२, २०८२",108.0,saved
2025-10-20,"कार्तिक ०३, २०८२",107.0,saved
2025-10-21,"कार्तिक ०४, २०८२",107.0,saved
2025-10-22,"कार्तिक ०५, २०८२",109.0,saved
2025-10-23,"कार्तिक ०६, २०८२",105.0,saved
2025-10-24,"कार्तिक ०७, २०८२",107.0,saved
2025-10-25,"कार्तिक ०८, २०८२",105.0,saved
2025-10-26,"कार्तिक ०९, २०८२",107.0,saved
2025-10-27,"कार्तिक १०, २०८२",106.0,saved
2025-10-28,"कार्तिक ११, २०८२",106.0,saved
2025-10-29,"कार्तिक १२, २०८२",105.0,saved
2025-10-30,"कार्तिक १३, २०८२",106.0,saved
2025-10-31,"कार्तिक १४, २०८२",104.0,saved
2025-11-01,"कार्तिक १५, २०८२",104.0,saved
2025-11-02,"कार्तिक १६, २०८२",102.0,saved
2025-11-03,"कार्तिक १७, २०८२",104.0,saved
2025-11-04,"कार्तिक १८, २०८२",105.0,saved
