requested_date_ad,scrape_date_bs,row_count,requested_date_ad_dt,history_confidence_band,row_depth_severity,exclude_from_default_model_window,manual_review,policy_action
2016-12-30,"पुस १५, २०७३",68,2016-12-30,stronger_historical,medium,False,False,flag_only
2017-01-13,"पुस २९, २०७३",68,2017-01-13,stronger_historical,medium,False,False,flag_only
2017-01-15,"माघ ०२, २०७३",68,2017-01-15,stronger_historical,medium,False,False,flag_only
2017-01-29,"माघ १६, २०७३",68,2017-01-29,stronger_historical,medium,False,False,flag_only
2017-05-11,"बैशाख २८, २०७४",68,2017-05-11,stronger_historical,medium,False,False,flag_only
2017-05-18,"जेठ ०४, २०७४",68,2017-05-18,stronger_historical,medium,False,False,flag_only
2017-05-19,"जेठ ०५, २०७४",68,2017-05-19,stronger_historical,medium,False,False,flag_only
2017-05-20,"जेठ ०६, २०७४",68,2017-05-20,stronger_historical,medium,False,False,flag_only
2017-05-21,"जेठ ०७, २०७४",68,2017-05-21,stronger_historical,medium,False,False,flag_only
2017-05-22,"जेठ ०८, २०७४",68,2017-05-22,stronger_historical,medium,False,False,flag_only
2017-05-23,"जेठ ०९, २०७४",68,2017-05-23,stronger_historical,medium,False,False,flag_only
2017-05-24,"जेठ १०, २०७४",68,2017-05-24,stronger_historical,medium,False,False,flag_only
2017-05-25,"जेठ ११, २०७४",68,2017-05-25,stronger_historical,medium,False,False,flag_only
2017-05-26,"जेठ १२, २०७४",68,2017-05-26,stronger_historical,medium,False,False,flag_only
2017-05-27,"जेठ १३, २०७४",68,2017-05-27,stronger_historical,medium,False,False,flag_only
2017-06-21,"असार ०७, २०७४",68,2017-06-21,stronger_historical,medium,False,False,flag_only
2017-06-23,"असार ०९, २०७४",68,2017-06-23,stronger_historical,medium,False,False,flag_only
2017-06-24,"असार १०, २०७४",68,2017-06-24,stronger_historical,medium,False,False,flag_only
2017-07-07,"असार २३, २०७४",68,2017-07-07,stronger_historical,medium,False,False,flag_only
2017-07-08,"असार २४, २०७४",68,2017-07-08,stronger_historical,medium,False,False,flag_only
2017-07-10,"असार २६, २०७४",68,2017-07-10,stronger_historical,medium,False,False,flag_only
2017-07-11,"असार २७, २०७४",68,2017-07-11,stronger_historical,medium,False,False,flag_only
2017-07-12,"असार २८, २०७४",68,2017-07-12,stronger_historical,medium,False,False,flag_only
2017-07-13,"असार २९, २०७४",68,2017-07-13,stronger_historical,medium,False,False,flag_only
2017-07-14,"असार ३०, २०७४",68,2017-07-14,stronger_historical,medium,False,False,flag_only
2017-07-15,"असार ३१, २०७४",68,2017-07-15,stronger_historical,medium,False,False,flag_only
2017-07-16,"साउन ०१, २०७४",68,2017-07-16,stronger_historical,medium,False,False,flag_only
2017-07-17,"साउन ०२, २०७४",68,2017-07-17,stronger_historical,medium,False,False,flag_only
2017-07-18,"साउन ०३, २०७४",68,2017-07-18,stronger_historical,medium,False,False,flag_only
2017-07-19,"साउन ०४, २०७४",68,2017-07-19,stronger_historical,medium,False,False,flag_only
2017-07-20,"साउन ०५, २०७४",68,2017-07-20,stronger_historical,medium,False,False,flag_only
2017-07-21,"साउन ०६, २०७४",68,2017-07-21,stronger_historical,medium,False,False,flag_only
2017-07-22,"साउन ०७, २०७४",68,2017-07-22,stronger_historical,medium,False,False,flag_only
2017-07-23,"साउन ०८, २०७४",68,2017-07-23,stronger_historical,medium,False,False,flag_only
2017-08-01,"साउन १७, २०७४",68,2017-08-01,stronger_historical,medium,False,False,flag_only
2017-08-02,"साउन १८, २०७४",68,2017-08-02,stronger_historical,medium,False,False,flag_only
2017-08-03,"साउन १९, २०७४",68,2017-08-03,stronger_historical,medium,False,False,flag_only
2017-11-24,"मङ्सिर ०८, २०७४",68,2017-11-24,stronger_historical,medium,False,False,flag_only
2017-11-25,"मङ्सिर ०९, २०७४",68,2017-11-25,stronger_historical,medium,False,False,flag_only
2017-11-26,"मङ्सिर १०, २०७४",68,2017-11-26,stronger_historical,medium,False,False,flag_only
2017-11-27,"मङ्सिर ११, २०७४",68,2017-11-27,stronger_historical,medium,False,False,flag_only
2017-11-28,"मङ्सिर १२, २०७४",68,2017-11-28,stronger_historical,medium,False,False,flag_only
2017-11-29,"मङ्सिर १३, २०७४",68,2017-11-29,stronger_historical,medium,False,False,flag_only
2017-12-28,"पुस १३, २०७४",68,2017-12-28,stronger_historical,medium,False,False,flag_only
2017-12-29,"पुस १४, २०७४",68,2017-12-29,stronger_historical,medium,False,False,flag_only
2017-12-30,"पुस १५, २०७४",68,2017-12-30,stronger_historical,medium,False,False,flag_only
2017-12-31,"पुस १६, २०७४",68,2017-12-31,stronger_historical,medium,False,False,flag_only
2018-01-01,"पुस १७, २०७४",68,2018-01-01,stronger_historical,medium,False,False,flag_only
2018-01-10,"पुस २६, २०७४",68,2018-01-10,stronger_historical,medium,False,False,flag_only
2018-01-11,"पुस २७, २०७४",68,2018-01-11,stronger_historical,medium,False,False,flag_only
2018-01-12,"पुस २८, २०७४",68,2018-01-12,stronger_historical,medium,False,False,flag_only
2018-01-25,"माघ ११, २०७४",68,2018-01-25,stronger_historical,medium,False,False,flag_only
2018-01-29,"माघ १५, २०७४",68,2018-01-29,stronger_historical,medium,False,False,flag_only
2018-02-05,"माघ २२, २०७४",68,2018-02-05,stronger_historical,medium,False,False,flag_only
2018-02-06,"माघ २३, २०७४",68,2018-02-06,stronger_historical,medium,False,False,flag_only
2018-02-22,"फाल्गुण १०, २०७४",68,2018-02-22,stronger_historical,medium,False,False,flag_only
2018-02-23,"फाल्गुण ११, २०७४",68,2018-02-23,stronger_historical,medium,False,False,flag_only
2018-02-24,"फाल्गुण १२, २०७४",68,2018-02-24,stronger_historical,medium,False,False,flag_only
2018-02-25,"फाल्गुण १३, २०७४",68,2018-02-25,stronger_historical,medium,False,False,flag_only
2018-02-26,"फाल्गुण १४, २०७४",68,2018-02-26,stronger_historical,medium,False,False,flag_only
2018-03-08,"फाल्गुण २४, २०७४",68,2018-03-08,stronger_historical,medium,False,False,flag_only
2018-04-09,"चैत २६, २०७४",68,2018-04-09,stronger_historical,medium,False,False,flag_only
2018-04-11,"चैत २८, २०७४",68,2018-04-11,stronger_historical,medium,False,False,flag_only
2018-04-17,"बैशाख ०४, २०७५",68,2018-04-17,stronger_historical,medium,False,False,flag_only
2018-04-18,"बैशाख ०५, २०७५",68,2018-04-18,stronger_historical,medium,False,False,flag_only
2018-04-19,"बैशाख ०६, २०७५",68,2018-04-19,stronger_historical,medium,False,False,flag_only
2018-04-20,"बैशाख ०७, २०७५",68,2018-04-20,stronger_historical,medium,False,False,flag_only
2018-04-22,"बैशाख ०९, २०७५",68,2018-04-22,stronger_historical,medium,False,False,flag_only
2018-04-23,"बैशाख १०, २०७५",68,2018-04-23,stronger_historical,medium,False,False,flag_only
2018-04-24,"बैशाख ११, २०७५",68,2018-04-24,stronger_historical,medium,False,False,flag_only
2018-04-30,"बैशाख १७, २०७५",68,2018-04-30,stronger_historical,medium,False,False,flag_only
2018-05-01,"बैशाख १८, २०७५",68,2018-05-01,stronger_historical,medium,False,False,flag_only
2018-05-02,"बैशाख १९, २०७५",68,2018-05-02,stronger_historical,medium,False,False,flag_only
2018-05-03,"बैशाख २०, २०७५",68,2018-05-03,stronger_historical,medium,False,False,flag_only
2018-05-04,"बैशाख २१, २०७५",68,2018-05-04,stronger_historical,medium,False,False,flag_only
2018-05-05,"बैशाख २२, २०७५",68,2018-05-05,stronger_historical,medium,False,False,flag_only
2018-12-31,"पुस १६, २०७५",68,2018-12-31,stronger_historical,medium,False,False,flag_only
2019-01-03,"पुस १९, २०७५",68,2019-01-03,stronger_historical,medium,False,False,flag_only
2019-01-04,"पुस २०, २०७५",68,2019-01-04,stronger_historical,medium,False,False,flag_only
2019-01-05,"पुस २१, २०७५",68,2019-01-05,stronger_historical,medium,False,False,flag_only
2019-01-06,"पुस २२, २०७५",68,2019-01-06,stronger_historical,medium,False,False,flag_only
2019-01-09,"पुस २५, २०७५",68,2019-01-09,stronger_historical,medium,False,False,flag_only
2019-01-16,"माघ ०२, २०७५",68,2019-01-16,stronger_historical,medium,False,False,flag_only
2019-01-22,"माघ ०८, २०७५",68,2019-01-22,stronger_historical,medium,False,False,flag_only
2019-01-23,"माघ ०९, २०७५",68,2019-01-23,stronger_historical,medium,False,False,flag_only
2019-01-24,"माघ १०, २०७५",68,2019-01-24,stronger_historical,medium,False,False,flag_only
2019-01-25,"माघ ११, २०७५",68,2019-01-25,stronger_historical,medium,False,False,flag_only
2019-01-26,"माघ १२, २०७५",68,2019-01-26,stronger_historical,medium,False,False,flag_only
2019-01-27,"माघ १३, २०७५",68,2019-01-27,stronger_historical,medium,False,False,flag_only
2019-01-30,"माघ १६, २०७५",68,2019-01-30,stronger_historical,medium,False,False,flag_only
2019-01-31,"माघ १७, २०७५",68,2019-01-31,stronger_historical,medium,False,False,flag_only
2019-02-01,"माघ १८, २०७५",68,2019-02-01,stronger_historical,medium,False,False,flag_only
2019-02-02,"माघ १९, २०७५",68,2019-02-02,stronger_historical,medium,False,False,flag_only
2019-02-03,"माघ २०, २०७५",68,2019-02-03,stronger_historical,medium,False,False,flag_only
2019-02-07,"माघ २४, २०७५",68,2019-02-07,stronger_historical,medium,False,False,flag_only
2019-04-03,"चैत २०, २०७५",68,2019-04-03,stronger_historical,medium,False,False,flag_only
2019-04-13,"चैत ३०, २०७५",68,2019-04-13,stronger_historical,medium,False,False,flag_only
2019-04-14,"बैशाख ०१, २०७६",68,2019-04-14,stronger_historical,medium,False,False,flag_only
2019-04-15,"बैशाख ०२, २०७६",68,2019-04-15,stronger_historical,medium,False,False,flag_only
2019-04-18,"बैशाख ०५, २०७६",68,2019-04-18,stronger_historical,medium,False,False,flag_only
2019-07-13,"असार २८, २०७६",68,2019-07-13,stronger_historical,medium,False,False,flag_only
2019-10-01,"असोज १४, २०७६",68,2019-10-01,stronger_historical,medium,False,False,flag_only
2019-10-04,"असोज १७, २०७६",68,2019-10-04,stronger_historical,medium,False,False,flag_only
2019-10-05,"असोज १८, २०७६",68,2019-10-05,stronger_historical,medium,False,False,flag_only
2019-10-17,"असोज ३०, २०७६",68,2019-10-17,stronger_historical,medium,False,False,flag_only
2019-10-20,"कार्तिक ०३, २०७६",68,2019-10-20,stronger_historical,medium,False,False,flag_only
2019-10-22,"कार्तिक ०५, २०७६",68,2019-10-22,stronger_historical,medium,False,False,flag_only
2019-10-29,"कार्तिक १२, २०७६",68,2019-10-29,stronger_historical,medium,False,False,flag_only
2019-11-01,"कार्तिक १५, २०७६",68,2019-11-01,stronger_historical,medium,False,False,flag_only
2020-03-29,"चैत १६, २०७६",68,2020-03-29,stronger_historical,medium,False,False,flag_only
2020-06-17,"असार ०३, २०७७",68,2020-06-17,stronger_historical,medium,False,False,flag_only
2020-06-18,"असार ०४, २०७७",68,2020-06-18,stronger_historical,medium,False,False,flag_only
2020-06-20,"असार ०६, २०७७",68,2020-06-20,stronger_historical,medium,False,False,flag_only
2020-06-21,"असार ०७, २०७७",68,2020-06-21,stronger_historical,medium,False,False,flag_only
2020-06-23,"असार ०९, २०७७",68,2020-06-23,stronger_historical,medium,False,False,flag_only
2020-06-25,"असार ११, २०७७",68,2020-06-25,stronger_historical,medium,False,False,flag_only
2020-06-27,"असार १३, २०७७",68,2020-06-27,stronger_historical,medium,False,False,flag_only
2020-07-14,"असार ३०, २०७७",68,2020-07-14,stronger_historical,medium,False,False,flag_only
2020-07-15,"असार ३१, २०७७",68,2020-07-15,stronger_historical,medium,False,False,flag_only
2020-08-03,"साउन १९, २०७७",68,2020-08-03,stronger_historical,medium,False,False,flag_only
2020-08-04,"साउन २०, २०७७",68,2020-08-04,stronger_historical,medium,False,False,flag_only
2020-08-05,"साउन २१, २०७७",68,2020-08-05,stronger_historical,medium,False,False,flag_only
2020-08-08,"साउन २४, २०७७",68,2020-08-08,stronger_historical,medium,False,False,flag_only
2020-08-19,"भदौ ०३, २०७७",68,2020-08-19,stronger_historical,medium,False,False,flag_only
2020-08-23,"भदौ ०७, २०७७",68,2020-08-23,stronger_historical,medium,False,False,flag_only
2020-09-18,"असोज ०२, २०७७",68,2020-09-18,stronger_historical,medium,False,False,flag_only
2020-09-29,"असोज १३, २०७७",68,2020-09-29,stronger_historical,medium,False,False,flag_only
2020-10-18,"कार्तिक ०२, २०७७",68,2020-10-18,stronger_historical,medium,False,False,flag_only
2022-10-04,"असोज १८, २०७९",68,2022-10-04,stronger_historical,medium,False,False,flag_only
2013-11-25,"मङ्सिर १०, २०७०",69,2013-11-25,low_confidence_historical,medium,False,False,flag_only
2013-11-26,"मङ्सिर ११, २०७०",69,2013-11-26,low_confidence_historical,medium,False,False,flag_only
2013-11-27,"मङ्सिर १२, २०७०",69,2013-11-27,low_confidence_historical,medium,False,False,flag_only
2013-11-28,"मङ्सिर १३, २०७०",69,2013-11-28,low_confidence_historical,medium,False,False,flag_only
2014-06-24,"असार १०, २०७१",69,2014-06-24,low_confidence_historical,medium,False,False,flag_only
2014-07-01,"असार १७, २०७१",69,2014-07-01,low_confidence_historical,medium,False,False,flag_only
2014-09-10,"भदौ २५, २०७१",69,2014-09-10,low_confidence_historical,medium,False,False,flag_only
2014-09-11,"भदौ २६, २०७१",69,2014-09-11,low_confidence_historical,medium,False,False,flag_only
2014-09-12,"भदौ २७, २०७१",69,2014-09-12,low_confidence_historical,medium,False,False,flag_only
2014-09-13,"भदौ २८, २०७१",69,2014-09-13,low_confidence_historical,medium,False,False,flag_only
2014-09-24,"असोज ०८, २०७१",69,2014-09-24,low_confidence_historical,medium,False,False,flag_only
2014-11-04,"कार्तिक १८, २०७१",69,2014-11-04,medium_confidence_historical,medium,False,False,flag_only
2014-11-05,"कार्तिक १९, २०७१",69,2014-11-05,medium_confidence_historical,medium,False,False,flag_only
2014-11-07,"कार्तिक २१, २०७१",69,2014-11-07,medium_confidence_historical,medium,False,False,flag_only
2014-11-14,"कार्तिक २८, २०७१",69,2014-11-14,medium_confidence_historical,medium,False,False,flag_only
2014-11-15,"कार्तिक २९, २०७१",69,2014-11-15,medium_confidence_historical,medium,False,False,flag_only
2015-05-29,"जेठ १५, २०७२",69,2015-05-29,stronger_historical,medium,False,False,flag_only
2015-06-04,"जेठ २१, २०७२",69,2015-06-04,stronger_historical,medium,False,False,flag_only
2015-06-05,"जेठ २२, २०७२",69,2015-06-05,stronger_historical,medium,False,False,flag_only
2015-06-09,"जेठ २६, २०७२",69,2015-06-09,stronger_historical,medium,False,False,flag_only
2015-06-11,"जेठ २८, २०७२",69,2015-06-11,stronger_historical,medium,False,False,flag_only
2015-06-12,"जेठ २९, २०७२",69,2015-06-12,stronger_historical,medium,False,False,flag_only
2015-06-15,"जेठ ३२, २०७२",69,2015-06-15,stronger_historical,medium,False,False,flag_only
2015-06-16,"असार ०१, २०७२",69,2015-06-16,stronger_historical,medium,False,False,flag_only
2015-06-27,"असार १२, २०७२",69,2015-06-27,stronger_historical,medium,False,False,flag_only
2015-07-01,"असार १६, २०७२",69,2015-07-01,stronger_historical,medium,False,False,flag_only
2015-07-02,"असार १७, २०७२",69,2015-07-02,stronger_historical,medium,False,False,flag_only
2015-07-03,"असार १८, २०७२",69,2015-07-03,stronger_historical,medium,False,False,flag_only
2015-07-05,"असार २०, २०७२",69,2015-07-05,stronger_historical,medium,False,False,flag_only
2015-07-09,"असार २४, २०७२",69,2015-07-09,stronger_historical,medium,False,False,flag_only
2015-07-18,"साउन ०२, २०७२",69,2015-07-18,stronger_historical,medium,False,False,flag_only
2015-07-25,"साउन ०९, २०७२",69,2015-07-25,stronger_historical,medium,False,False,flag_only
2015-07-30,"साउन १४, २०७२",69,2015-07-30,stronger_historical,medium,False,False,flag_only
2015-08-07,"साउन २२, २०७२",69,2015-08-07,stronger_historical,medium,False,False,flag_only
2015-08-22,"भदौ ०५, २०७२",69,2015-08-22,stronger_historical,medium,False,False,flag_only
2015-09-09,"भदौ २३, २०७२",69,2015-09-09,stronger_historical,medium,False,False,flag_only
2015-09-10,"भदौ २४, २०७२",69,2015-09-10,stronger_historical,medium,False,False,flag_only
2015-09-12,"भदौ २६, २०७२",69,2015-09-12,stronger_historical,medium,False,False,flag_only
2015-09-15,"भदौ २९, २०७२",69,2015-09-15,stronger_historical,medium,False,False,flag_only
2015-09-16,"भदौ ३०, २०७२",69,2015-09-16,stronger_historical,medium,False,False,flag_only
2015-09-18,"असोज ०१, २०७२",69,2015-09-18,stronger_historical,medium,False,False,flag_only
2015-09-20,"असोज ०३, २०७२",69,2015-09-20,stronger_historical,medium,False,False,flag_only
2015-09-21,"असोज ०४, २०७२",69,2015-09-21,stronger_historical,medium,False,False,flag_only
2015-09-22,"असोज ०५, २०७२",69,2015-09-22,stronger_historical,medium,False,False,flag_only
2015-10-06,"असोज १९, २०७२",69,2015-10-06,stronger_historical,medium,False,False,flag_only
2015-10-10,"असोज २३, २०७२",69,2015-10-10,stronger_historical,medium,False,False,flag_only
2015-10-14,"असोज २७, २०७२",69,2015-10-14,stronger_historical,medium,False,False,flag_only
2015-10-16,"असोज २९, २०७२",69,2015-10-16,stronger_historical,medium,False,False,flag_only
2015-10-28,"कार्तिक ११, २०७२",69,2015-10-28,stronger_historical,medium,False,False,flag_only
2015-10-29,"कार्तिक १२, २०७२",69,2015-10-29,stronger_historical,medium,False,False,flag_only
2015-10-31,"कार्तिक १४, २०७२",69,2015-10-31,stronger_historical,medium,False,False,flag_only
2015-11-02,"कार्तिक १६, २०७२",69,2015-11-02,stronger_historical,medium,False,False,flag_only
2015-11-05,"कार्तिक १९, २०७२",69,2015-11-05,stronger_historical,medium,False,False,flag_only
2015-11-06,"कार्तिक २०, २०७२",69,2015-11-06,stronger_historical,medium,False,False,flag_only
2015-11-09,"कार्तिक २३, २०७२",69,2015-11-09,stronger_historical,medium,False,False,flag_only
2015-11-10,"कार्तिक २४, २०७२",69,2015-11-10,stronger_historical,medium,False,False,flag_only
2015-11-11,"कार्तिक २५, २०७२",69,2015-11-11,stronger_historical,medium,False,False,flag_only
2015-11-16,"कार्तिक ३०, २०७२",69,2015-11-16,stronger_historical,medium,False,False,flag_only
2015-11-17,"मङ्सिर ०१, २०७२",69,2015-11-17,stronger_historical,medium,False,False,flag_only
2015-11-20,"मङ्सिर ०४, २०७२",69,2015-11-20,stronger_historical,medium,False,False,flag_only
2016-05-05,"बैशाख २३, २०७३",69,2016-05-05,stronger_historical,medium,False,False,flag_only
2016-05-26,"जेठ १३, २०७३",69,2016-05-26,stronger_historical,medium,False,False,flag_only
2016-06-02,"जेठ २०, २०७३",69,2016-06-02,stronger_historical,medium,False,False,flag_only
2016-06-03,"जेठ २१, २०७३",69,2016-06-03,stronger_historical,medium,False,False,flag_only
2016-06-04,"जेठ २२, २०७३",69,2016-06-04,stronger_historical,medium,False,False,flag_only
2016-06-12,"जेठ ३०, २०७३",69,2016-06-12,stronger_historical,medium,False,False,flag_only
2016-06-13,"जेठ ३१, २०७३",69,2016-06-13,stronger_historical,medium,False,False,flag_only
2016-06-14,"जेठ ३२, २०७३",69,2016-06-14,stronger_historical,medium,False,False,flag_only
2016-06-22,"असार ०८, २०७३",69,2016-06-22,stronger_historical,medium,False,False,flag_only
2016-06-23,"असार ०९, २०७३",69,2016-06-23,stronger_historical,medium,False,False,flag_only
2016-06-25,"असार ११, २०७३",69,2016-06-25,stronger_historical,medium,False,False,flag_only
2016-07-06,"असार २२, २०७३",69,2016-07-06,stronger_historical,medium,False,False,flag_only
2016-07-07,"असार २३, २०७३",69,2016-07-07,stronger_historical,medium,False,False,flag_only
2016-07-08,"असार २४, २०७३",69,2016-07-08,stronger_historical,medium,False,False,flag_only
2016-07-10,"असार २६, २०७३",69,2016-07-10,stronger_historical,medium,False,False,flag_only
2016-07-11,"असार २७, २०७३",69,2016-07-11,stronger_historical,medium,False,False,flag_only
2016-07-14,"असार ३०, २०७३",69,2016-07-14,stronger_historical,medium,False,False,flag_only
2016-07-26,"साउन ११, २०७३",69,2016-07-26,stronger_historical,medium,False,False,flag_only
2016-08-01,"साउन १७, २०७३",69,2016-08-01,stronger_historical,medium,False,False,flag_only
2016-08-04,"साउन २०, २०७३",69,2016-08-04,stronger_historical,medium,False,False,flag_only
2016-08-26,"भदौ १०, २०७३",69,2016-08-26,stronger_historical,medium,False,False,flag_only
2016-08-28,"भदौ १२, २०७३",69,2016-08-28,stronger_historical,medium,False,False,flag_only
2016-08-31,"भदौ १५, २०७३",69,2016-08-31,stronger_historical,medium,False,False,flag_only
2016-09-01,"भदौ १६, २०७३",69,2016-09-01,stronger_historical,medium,False,False,flag_only
2016-09-04,"भदौ १९, २०७३",69,2016-09-04,stronger_historical,medium,False,False,flag_only
2016-09-05,"भदौ २०, २०७३",69,2016-09-05,stronger_historical,medium,False,False,flag_only
2016-09-06,"भदौ २१, २०७३",69,2016-09-06,stronger_historical,medium,False,False,flag_only
2016-09-10,"भदौ २५, २०७३",69,2016-09-10,stronger_historical,medium,False,False,flag_only
2016-10-06,"असोज २०, २०७३",69,2016-10-06,stronger_historical,medium,False,False,flag_only
2016-10-07,"असोज २१, २०७३",69,2016-10-07,stronger_historical,medium,False,False,flag_only
2016-10-16,"असोज ३०, २०७३",69,2016-10-16,stronger_historical,medium,False,False,flag_only
2016-10-22,"कार्तिक ०६, २०७३",69,2016-10-22,stronger_historical,medium,False,False,flag_only
2016-10-24,"कार्तिक ०८, २०७३",69,2016-10-24,stronger_historical,medium,False,False,flag_only
2016-11-27,"मङ्सिर १२, २०७३",69,2016-11-27,stronger_historical,medium,False,False,flag_only
2016-11-28,"मङ्सिर १३, २०७३",69,2016-11-28,stronger_historical,medium,False,False,flag_only
2016-11-30,"मङ्सिर १५, २०७३",69,2016-11-30,stronger_historical,medium,False,False,flag_only
2016-12-28,"पुस १३, २०७३",69,2016-12-28,stronger_historical,medium,False,False,flag_only
2016-12-29,"पुस १४, २०७३",69,2016-12-29,stronger_historical,medium,False,False,flag_only
2016-12-31,"पुस १६, २०७३",69,2016-12-31,stronger_historical,medium,False,False,flag_only
2017-01-12,"पुस २८, २०७३",69,2017-01-12,stronger_historical,medium,False,False,flag_only
2017-01-14,"माघ ०१, २०७३",69,2017-01-14,stronger_historical,medium,False,False,flag_only
2017-01-21,"माघ ०८, २०७३",69,2017-01-21,stronger_historical,medium,False,False,flag_only
2017-04-27,"बैशाख १४, २०७४",69,2017-04-27,stronger_historical,medium,False,False,flag_only
2017-04-28,"बैशाख १५, २०७४",69,2017-04-28,stronger_historical,medium,False,False,flag_only
2017-04-29,"बैशाख १६, २०७४",69,2017-04-29,stronger_historical,medium,False,False,flag_only
2017-05-03,"बैशाख २०, २०७४",69,2017-05-03,stronger_historical,medium,False,False,flag_only
2017-05-04,"बैशाख २१, २०७४",69,2017-05-04,stronger_historical,medium,False,False,flag_only
2017-05-05,"बैशाख २२, २०७४",69,2017-05-05,stronger_historical,medium,False,False,flag_only
2017-05-06,"बैशाख २३, २०७४",69,2017-05-06,stronger_historical,medium,False,False,flag_only
2017-05-07,"बैशाख २४, २०७४",69,2017-05-07,stronger_historical,medium,False,False,flag_only
2017-05-08,"बैशाख २५, २०७४",69,2017-05-08,stronger_historical,medium,False,False,flag_only
2017-05-09,"बैशाख २६, २०७४",69,2017-05-09,stronger_historical,medium,False,False,flag_only
2017-05-10,"बैशाख २७, २०७४",69,2017-05-10,stronger_historical,medium,False,False,flag_only
2017-05-16,"जेठ ०२, २०७४",69,2017-05-16,stronger_historical,medium,False,False,flag_only
2017-05-17,"जेठ ०३, २०७४",69,2017-05-17,stronger_historical,medium,False,False,flag_only
2017-05-28,"जेठ १४, २०७४",69,2017-05-28,stronger_historical,medium,False,False,flag_only
2017-05-29,"जेठ १५, २०७४",69,2017-05-29,stronger_historical,medium,False,False,flag_only
2017-05-30,"जेठ १६, २०७४",69,2017-05-30,stronger_historical,medium,False,False,flag_only
2017-06-18,"असार ०४, २०७४",69,2017-06-18,stronger_historical,medium,False,False,flag_only
2017-06-19,"असार ०५, २०७४",69,2017-06-19,stronger_historical,medium,False,False,flag_only
2017-06-20,"असार ०६, २०७४",69,2017-06-20,stronger_historical,medium,False,False,flag_only
2017-07-09,"असार २५, २०७४",69,2017-07-09,stronger_historical,medium,False,False,flag_only
2017-07-24,"साउन ०९, २०७४",69,2017-07-24,stronger_historical,medium,False,False,flag_only
2017-07-25,"साउन १०, २०७४",69,2017-07-25,stronger_historical,medium,False,False,flag_only
2017-07-26,"साउन ११, २०७४",69,2017-07-26,stronger_historical,medium,False,False,flag_only
2017-07-27,"साउन १२, २०७४",69,2017-07-27,stronger_historical,medium,False,False,flag_only
2017-07-28,"साउन १३, २०७४",69,2017-07-28,stronger_historical,medium,False,False,flag_only
2017-07-29,"साउन १४, २०७४",69,2017-07-29,stronger_historical,medium,False,False,flag_only
2017-07-30,"साउन १५, २०७४",69,2017-07-30,stronger_historical,medium,False,False,flag_only
2017-07-31,"साउन १६, २०७४",69,2017-07-31,stronger_historical,medium,False,False,flag_only
2017-08-04,"साउन २०, २०७४",69,2017-08-04,stronger_historical,medium,False,False,flag_only
2017-08-05,"साउन २१, २०७४",69,2017-08-05,stronger_historical,medium,False,False,flag_only
2017-08-06,"साउन २२, २०७४",69,2017-08-06,stronger_historical,medium,False,False,flag_only
2017-12-03,"मङ्सिर १७, २०७४",69,2017-12-03,stronger_historical,medium,False,False,flag_only
2018-01-27,"माघ १३, २०७४",69,2018-01-27,stronger_historical,medium,False,False,flag_only
2018-01-28,"माघ १४, २०७४",69,2018-01-28,stronger_historical,medium,False,False,flag_only
2018-02-04,"माघ २१, २०७४",69,2018-02-04,stronger_historical,medium,False,False,flag_only
2018-03-11,"फाल्गुण २७, २०७४",69,2018-03-11,stronger_historical,medium,False,False,flag_only
2018-03-13,"फाल्गुण २९, २०७४",69,2018-03-13,stronger_historical,medium,False,False,flag_only
2018-03-18,"चैत ०४, २०७४",69,2018-03-18,stronger_historical,medium,False,False,flag_only
2018-03-28,"चैत १४, २०७४",69,2018-03-28,stronger_historical,medium,False,False,flag_only
2018-03-29,"चैत १५, २०७४",69,2018-03-29,stronger_historical,medium,False,False,flag_only
2018-04-06,"चैत २३, २०७४",69,2018-04-06,stronger_historical,medium,False,False,flag_only
2018-04-07,"चैत २४, २०७४",69,2018-04-07,stronger_historical,medium,False,False,flag_only
2018-04-08,"चैत २५, २०७४",69,2018-04-08,stronger_historical,medium,False,False,flag_only
2018-04-10,"चैत २७, २०७४",69,2018-04-10,stronger_historical,medium,False,False,flag_only
2019-01-01,"पुस १७, २०७५",69,2019-01-01,stronger_historical,medium,False,False,flag_only
2019-01-07,"पुस २३, २०७५",69,2019-01-07,stronger_historical,medium,False,False,flag_only
2019-01-08,"पुस २४, २०७५",69,2019-01-08,stronger_historical,medium,False,False,flag_only
2019-01-11,"पुस २७, २०७५",69,2019-01-11,stronger_historical,medium,False,False,flag_only
2019-01-12,"पुस २८, २०७५",69,2019-01-12,stronger_historical,medium,False,False,flag_only
2019-01-13,"पुस २९, २०७५",69,2019-01-13,stronger_historical,medium,False,False,flag_only
2019-01-14,"पुस ३०, २०७५",69,2019-01-14,stronger_historical,medium,False,False,flag_only
2019-01-15,"माघ ०१, २०७५",69,2019-01-15,stronger_historical,medium,False,False,flag_only
2019-02-04,"माघ २१, २०७५",69,2019-02-04,stronger_historical,medium,False,False,flag_only
2019-02-05,"माघ २२, २०७५",69,2019-02-05,stronger_historical,medium,False,False,flag_only
2019-02-06,"माघ २३, २०७५",69,2019-02-06,stronger_historical,medium,False,False,flag_only
2019-04-11,"चैत २८, २०७५",69,2019-04-11,stronger_historical,medium,False,False,flag_only
2019-04-16,"बैशाख ०३, २०७६",69,2019-04-16,stronger_historical,medium,False,False,flag_only
