requested_date_ad,scrape_date_bs,row_count,requested_date_ad_dt,history_confidence_band,row_depth_severity,exclude_from_default_model_window,manual_review,policy_action
2019-04-17,"बैशाख ०४, २०७६",69,2019-04-17,stronger_historical,medium,False,False,flag_only
2019-09-20,"असोज ०३, २०७६",69,2019-09-20,stronger_historical,medium,False,False,flag_only
2019-10-03,"असोज १६, २०७६",69,2019-10-03,stronger_historical,medium,False,False,flag_only
2019-10-06,"असोज १९, २०७६",69,2019-10-06,stronger_historical,medium,False,False,flag_only
2019-10-12,"असोज २५, २०७६",69,2019-10-12,stronger_historical,medium,False,False,flag_only
2020-06-13,"जेठ ३१, २०७७",69,2020-06-13,stronger_historical,medium,False,False,flag_only
2020-06-19,"असार ०५, २०७७",69,2020-06-19,stronger_historical,medium,False,False,flag_only
2020-06-22,"असार ०८, २०७७",69,2020-06-22,stronger_historical,medium,False,False,flag_only
2020-08-10,"साउन २६, २०७७",69,2020-08-10,stronger_historical,medium,False,False,flag_only
2020-08-11,"साउन २७, २०७७",69,2020-08-11,stronger_historical,medium,False,False,flag_only
2020-08-14,"साउन ३०, २०७७",69,2020-08-14,stronger_historical,medium,False,False,flag_only
2020-08-31,"भदौ १५, २०७७",69,2020-08-31,stronger_historical,medium,False,False,flag_only
2020-09-05,"भदौ २०, २०७७",69,2020-09-05,stronger_historical,medium,False,False,flag_only
2020-09-06,"भदौ २१, २०७७",69,2020-09-06,stronger_historical,medium,False,False,flag_only
2020-09-08,"भदौ २३, २०७७",69,2020-09-08,stronger_historical,medium,False,False,flag_only
2020-09-20,"असोज ०४, २०७७",69,2020-09-20,stronger_historical,medium,False,False,flag_only
2020-09-22,"असोज ०६, २०७७",69,2020-09-22,stronger_historical,medium,False,False,flag_only
2020-10-03,"असोज १७, २०७७",69,2020-10-03,stronger_historical,medium,False,False,flag_only
2020-10-04,"असोज १८, २०७७",69,2020-10-04,stronger_historical,medium,False,False,flag_only
2020-10-05,"असोज १९, २०७७",69,2020-10-05,stronger_historical,medium,False,False,flag_only
2020-10-07,"असोज २१, २०७७",69,2020-10-07,stronger_historical,medium,False,False,flag_only
2020-10-16,"असोज ३०, २०७७",69,2020-10-16,stronger_historical,medium,False,False,flag_only
2020-10-17,"कार्तिक ०१, २०७७",69,2020-10-17,stronger_historical,medium,False,False,flag_only
2023-11-16,"कार्तिक ३०, २०८०",69,2023-11-16,stronger_historical,medium,False,False,flag_only
2025-09-12,"भदौ २७, २०८२",69,2025-09-12,stronger_historical,medium,False,False,flag_only
