fetched_at_utc,requested_date_ad,scrape_date_bs,commodity,unit,min_price,max_price,avg_price
2026-04-05T04:10:46.347293+00:00,,"चैत २२, २०८२",गोलभेडा सानो(तराई),केजी,30.0,36.0,33.25
2026-04-05T04:10:46.347293+00:00,,"चैत २२, २०८२",गोलभेडा सानो(भारतीय),केजी,25.0,35.0,30.0
2026-04-05T04:10:46.347293+00:00,,"चैत २२, २०८२",गोलभेडा सानो(लोकल),केजी,20.0,30.0,25.0
2026-04-05T04:10:46.347293+00:00,,"चैत २२, २०८२",ग्याठ कोबी,केजी,50.0,60.0,55.0
2026-04-05T04:10:46.347293+00:00,,"चैत २२, २०८२",घिउ सिमी(राजमा),केजी,100.0,120.0,110.0
2026-04-05T04:10:46.347293+00:00,,"चैत २२, २०८२",घिउ सिमी(लोकल),केजी,60.0,80.0,71.0
2026-04-05T04:10:46.347293+00:00,,"चैत २२, २०८२",घिउ सिमी(हाइब्रीड),केजी,50.0,70.0,61.25
2026-04-05T04:10:46.347293+00:00,,"चैत २२, २०८२",घिरौला,केजी,80.0,100.0,90.0
2026-04-05T04:10:46.347293+00:00,,"चैत २२, २०८२",चमसूरको साग,केजी,70.0,80.0,75.0
2026-04-05T04:10:46.347293+00:00,,"चैत २२, २०८२",चिचिण्डो,केजी,110.0,120.0,116.25
2026-04-05T04:10:46.347293+00:00,,"चैत २२, २०८२",चुकुन्दर,केजी,50.0,60.0,55.0
2026-04-05T04:10:46.347293+00:00,,"चैत २२, २०८२",च्याउ(कन्य),केजी,140.0,160.0,152.5
2026-04-05T04:10:46.347293+00:00,,"चैत २२, २०८२",च्याउ(डल्ले),केजी,320.0,350.0,334.0
2026-04-05T04:10:46.347293+00:00,,"चैत २२, २०८२",छ्यापी सुकेको,केजी,100.0,120.0,112.5
2026-04-05T04:10:46.347293+00:00,,"चैत २२, २०८२",छ्यापी हरियो,केजी,90.0,100.0,95.0
2026-04-05T04:10:46.347293+00:00,,"चैत २२, २०८२",जिरीको साग,केजी,50.0,60.0,55.0
2026-04-05T04:10:46.347293+00:00,,"चैत २२, २०८२",टाटे सिमी,केजी,90.0,100.0,95.0
