fetched_at_utc,requested_date_ad,scrape_date_bs,commodity,unit,min_price,max_price,avg_price
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",बरेला,केजी,60.0,70.0,65.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",ब्रोकाउली,केजी,40.0,55.0,47.5
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",भन्टा डल्लो,केजी,55.0,65.0,60.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",भन्टा लाम्चो,केजी,45.0,55.0,50.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",भिण्डी,केजी,100.0,120.0,112.5
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",भुई कटहर,प्रति गोटा,130.0,140.0,135.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",भेडे खु्र्सानी,केजी,60.0,80.0,70.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",मटरकोशा,केजी,50.0,70.0,60.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",माछा सुकेको,केजी,800.0,1000.0,900.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",मूला रातो,केजी,30.0,35.0,32.5
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",मूला सेतो(लोकल),केजी,12.0,16.0,14.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",मेथीको साग,केजी,30.0,40.0,35.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",मेवा(नेपाली),केजी,60.0,70.0,65.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",मेवा(भारतीय),केजी,90.0,110.0,100.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",मौसम,केजी,100.0,130.0,115.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",राजा च्याउ,केजी,280.0,300.0,290.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",रातो बन्दा,केजी,70.0,100.0,85.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",रायो साग,केजी,15.0,30.0,22.5
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",रुख कटहर,केजी,100.0,120.0,110.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",रुख टमाटर,केजी,240.0,260.0,250.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",लप्सी,केजी,110.0,130.0,120.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",लसुन सुकेको चाइनिज,केजी,200.0,220.0,210.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",लसुन हरियो,केजी,50.0,70.0,60.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",लौका,केजी,60.0,80.0,70.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",सखरखण्ड,केजी,60.0,70.0,65.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",सजिवन,केजी,250.0,280.0,265.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",सलगम,केजी,40.0,50.0,45.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",सिताके च्याउ,केजी,800.0,1000.0,900.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",सुन्तला(नेपाली),केजी,140.0,180.0,160.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",सेतो मूला(हाइब्रीड),केजी,16.0,24.0,20.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",सेलरी,केजी,150.0,180.0,165.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",सौफको साग,केजी,30.0,40.0,35.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",स्कूस,केजी,55.0,70.0,62.5
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",स्ट्रबेरी भुईऐसेलु,केजी,450.0,550.0,500.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",स्थानीय काउली(ज्यापु),केजी,40.0,50.0,45.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",स्याउ(झोले),केजी,200.0,250.0,225.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",स्याउ(फूजी),केजी,280.0,320.0,300.0
2026-03-21T18:15:02.138551+00:00,2026-02-13,"फाल्गुण ०१, २०८२",हरियो धनिया,केजी,30.0,50.0,40.0
