requested_date_ad,scrape_date_bs,commodity,unit,min_price,max_price,avg_price,price_issue_type,exclude_from_default_model_window,manual_review,policy_action
2025-12-04,"मङ्सिर १८, २०८२",जिरीको साग,केजी,550.0,650.0,600.0,statistical_outlier,False,True,manual_review
2025-12-05,"मङ्सिर १९, २०८२",जिरीको साग,केजी,250.0,300.0,275.0,statistical_outlier,False,True,manual_review
2025-12-06,"मङ्सिर २०, २०८२",जिरीको साग,केजी,250.0,300.0,275.0,statistical_outlier,False,True,manual_review
2025-12-07,"मङ्सिर २१, २०८२",जिरीको साग,केजी,250.0,300.0,275.0,statistical_outlier,False,True,manual_review
2025-12-08,"मङ्सिर २२, २०८२",जिरीको साग,केजी,250.0,300.0,275.0,statistical_outlier,False,True,manual_review
2025-12-09,"मङ्सिर २३, २०८२",जिरीको साग,केजी,250.0,300.0,275.0,statistical_outlier,False,True,manual_review
2025-12-10,"मङ्सिर २४, २०८२",जिरीको साग,केजी,250.0,300.0,275.0,statistical_outlier,False,True,manual_review
2025-12-11,"मङ्सिर २५, २०८२",जिरीको साग,केजी,250.0,300.0,275.0,statistical_outlier,False,True,manual_review
2024-07-16,"साउन ०१, २०८१",जिरीको साग,केजी,400.0,500.0,450.0,statistical_outlier,False,True,manual_review
2024-07-17,"साउन ०२, २०८१",जिरीको साग,केजी,300.0,400.0,350.0,statistical_outlier,False,True,manual_review
2024-07-18,"साउन ०३, २०८१",जिरीको साग,केजी,300.0,400.0,350.0,statistical_outlier,False,True,manual_review
2021-07-19,"साउन ०४, २०७८",जिरीको साग,केजी,350.0,400.0,375.0,statistical_outlier,False,True,manual_review
2024-07-19,"साउन ०४, २०८१",जिरीको साग,केजी,400.0,500.0,450.0,statistical_outlier,False,True,manual_review
2021-07-20,"साउन ०५, २०७८",जिरीको साग,केजी,350.0,400.0,375.0,statistical_outlier,False,True,manual_review
2024-07-20,"साउन ०५, २०८१",जिरीको साग,केजी,300.0,400.0,350.0,statistical_outlier,False,True,manual_review
2021-07-21,"साउन ०६, २०७८",जिरीको साग,केजी,350.0,400.0,375.0,statistical_outlier,False,True,manual_review
2024-07-21,"साउन ०६, २०८१",जिरीको साग,केजी,500.0,600.0,550.0,statistical_outlier,False,True,manual_review
2021-07-22,"साउन ०७, २०७८",जिरीको साग,केजी,300.0,350.0,325.0,statistical_outlier,False,True,manual_review
2024-07-22,"साउन ०७, २०८१",जिरीको साग,केजी,450.0,500.0,475.0,statistical_outlier,False,True,manual_review
2021-07-23,"साउन ०८, २०७८",जिरीको साग,केजी,250.0,300.0,275.0,statistical_outlier,False,True,manual_review
2024-07-23,"साउन ०८, २०८१",जिरीको साग,केजी,300.0,400.0,350.0,statistical_outlier,False,True,manual_review
2021-07-24,"साउन ०९, २०७८",जिरीको साग,केजी,300.0,320.0,310.0,statistical_outlier,False,True,manual_review
2024-07-24,"साउन ०९, २०८१",जिरीको साग,केजी,400.0,500.0,450.0,statistical_outlier,False,True,manual_review
2021-07-25,"साउन १०, २०७८",जिरीको साग,केजी,300.0,320.0,310.0,statistical_outlier,False,True,manual_review
2024-07-25,"साउन १०, २०८१",जिरीको साग,केजी,450.0,500.0,476.67,statistical_outlier,False,True,manual_review
2021-07-26,"साउन ११, २०७८",जिरीको साग,केजी,250.0,300.0,275.0,statistical_outlier,False,True,manual_review
2024-07-26,"साउन ११, २०८१",जिरीको साग,केजी,400.0,500.0,450.0,statistical_outlier,False,True,manual_review
2021-07-27,"साउन १२, २०७८",जिरीको साग,केजी,220.0,250.0,235.0,statistical_outlier,False,True,manual_review
2024-07-27,"साउन १२, २०८१",जिरीको साग,केजी,450.0,500.0,475.0,statistical_outlier,False,True,manual_review
2021-07-28,"साउन १३, २०७८",जिरीको साग,केजी,200.0,250.0,225.0,statistical_outlier,False,True,manual_review
2024-07-28,"साउन १३, २०८१",जिरीको साग,केजी,450.0,500.0,476.67,statistical_outlier,False,True,manual_review
2021-07-29,"साउन १४, २०७८",जिरीको साग,केजी,200.0,250.0,225.0,statistical_outlier,False,True,manual_review
2024-07-29,"साउन १४, २०८१",जिरीको साग,केजी,350.0,400.0,375.0,statistical_outlier,False,True,manual_review
2021-07-30,"साउन १५, २०७८",जिरीको साग,केजी,200.0,250.0,225.0,statistical_outlier,False,True,manual_review
2024-07-30,"साउन १५, २०८१",जिरीको साग,केजी,300.0,350.0,326.67,statistical_outlier,False,True,manual_review
2021-07-31,"साउन १६, २०७८",जिरीको साग,केजी,250.0,300.0,275.0,statistical_outlier,False,True,manual_review
2024-07-31,"साउन १६, २०८१",जिरीको साग,केजी,300.0,400.0,350.0,statistical_outlier,False,True,manual_review
2021-08-01,"साउन १७, २०७८",जिरीको साग,केजी,250.0,300.0,275.0,statistical_outlier,False,True,manual_review
2024-08-01,"साउन १७, २०८१",जिरीको साग,केजी,300.0,350.0,326.67,statistical_outlier,False,True,manual_review
2024-08-02,"साउन १८, २०८१",जिरीको साग,केजी,400.0,450.0,425.0,statistical_outlier,False,True,manual_review
2024-08-03,"साउन १९, २०८१",जिरीको साग,केजी,300.0,400.0,350.0,statistical_outlier,False,True,manual_review
2024-08-04,"साउन २०, २०८१",जिरीको साग,केजी,300.0,400.0,350.0,statistical_outlier,False,True,manual_review
2024-08-05,"साउन २१, २०८१",जिरीको साग,केजी,200.0,250.0,225.0,statistical_outlier,False,True,manual_review
2024-08-06,"साउन २२, २०८१",जिरीको साग,केजी,200.0,250.0,226.67,statistical_outlier,False,True,manual_review
2023-08-14,"साउन २९, २०८०",जिरीको साग,केजी,300.0,350.0,325.0,statistical_outlier,False,True,manual_review
2023-08-15,"साउन ३०, २०८०",जिरीको साग,केजी,250.0,300.0,275.0,statistical_outlier,False,True,manual_review
2023-08-16,"साउन ३१, २०८०",जिरीको साग,केजी,250.0,300.0,275.0,statistical_outlier,False,True,manual_review
2023-08-17,"साउन ३२, २०८०",जिरीको साग,केजी,250.0,300.0,275.0,statistical_outlier,False,True,manual_review
2020-12-23,"पुस ०८, २०७७",झिगूनी,केजी,180.0,200.0,190.0,statistical_outlier,False,True,manual_review
2020-11-16,"मङ्सिर ०१, २०७७",तरबुजा(हरियो),केजी,170.0,180.0,175.0,statistical_outlier,False,True,manual_review
2019-06-28,"असार १३, २०७६",तोफु,केजी,280.0,300.0,290.0,statistical_outlier,False,True,manual_review
2025-07-01,"असार १७, २०८२",तोरीको साग,केजी,100.0,120.0,110.0,statistical_outlier,False,True,manual_review
2025-07-02,"असार १८, २०८२",तोरीको साग,केजी,100.0,120.0,110.0,statistical_outlier,False,True,manual_review
2025-07-03,"असार १९, २०८२",तोरीको साग,केजी,100.0,120.0,110.0,statistical_outlier,False,True,manual_review
2025-07-04,"असार २०, २०८२",तोरीको साग,केजी,100.0,120.0,110.0,statistical_outlier,False,True,manual_review
2025-07-05,"असार २१, २०८२",तोरीको साग,केजी,100.0,120.0,110.0,statistical_outlier,False,True,manual_review
2021-09-19,"असोज ०३, २०७८",तोरीको साग,केजी,140.0,150.0,145.0,statistical_outlier,False,True,manual_review
2021-09-21,"असोज ०५, २०७८",तोरीको साग,केजी,140.0,150.0,145.0,statistical_outlier,False,True,manual_review
2024-10-11,"असोज २५, २०८१",तोरीको साग,केजी,100.0,120.0,110.0,statistical_outlier,False,True,manual_review
2024-10-12,"असोज २६, २०८१",तोरीको साग,केजी,140.0,150.0,145.0,statistical_outlier,False,True,manual_review
2024-10-13,"असोज २७, २०८१",तोरीको साग,केजी,140.0,150.0,145.0,statistical_outlier,False,True,manual_review
2024-10-14,"असोज २८, २०८१",तोरीको साग,केजी,140.0,150.0,145.0,statistical_outlier,False,True,manual_review
2022-10-27,"कार्तिक १०, २०७९",तोरीको साग,केजी,100.0,120.0,110.0,statistical_outlier,False,True,manual_review
2019-10-29,"कार्तिक १२, २०७६",तोरीको साग,केजी,140.0,150.0,145.0,statistical_outlier,False,True,manual_review
2022-10-30,"कार्तिक १३, २०७९",तोरीको साग,केजी,100.0,120.0,110.0,statistical_outlier,False,True,manual_review
2024-11-12,"कार्तिक २७, २०८१",तोरीको साग,केजी,100.0,150.0,126.67,statistical_outlier,False,True,manual_review
2025-09-08,"भदौ २३, २०८२",तोरीको साग,केजी,100.0,120.0,111.25,statistical_outlier,False,True,manual_review
2025-09-09,"भदौ २४, २०८२",तोरीको साग,केजी,100.0,120.0,112.5,statistical_outlier,False,True,manual_review
2025-09-11,"भदौ २६, २०८२",तोरीको साग,केजी,100.0,120.0,112.5,statistical_outlier,False,True,manual_review
2025-09-12,"भदौ २७, २०८२",तोरीको साग,केजी,100.0,120.0,108.0,statistical_outlier,False,True,manual_review
2025-09-13,"भदौ २८, २०८२",तोरीको साग,केजी,100.0,120.0,110.0,statistical_outlier,False,True,manual_review
2024-07-16,"साउन ०१, २०८१",तोरीको साग,केजी,130.0,150.0,138.33,statistical_outlier,False,True,manual_review
2024-07-18,"साउन ०३, २०८१",तोरीको साग,केजी,100.0,120.0,110.0,statistical_outlier,False,True,manual_review
2015-09-30,"असोज १३, २०७२",न्यूरो,केजी,350.0,360.0,355.0,statistical_outlier,False,True,manual_review
2016-07-17,"साउन ०२, २०७३",न्यूरो,केजी,200.0,250.0,225.0,statistical_outlier,False,True,manual_review
2015-07-26,"साउन १०, २०७२",न्यूरो,केजी,230.0,240.0,235.0,statistical_outlier,False,True,manual_review
2013-12-23,"पुस ०८, २०७०",परवर(लोकल),केजी,190.0,200.0,195.0,statistical_outlier,False,True,manual_review
2014-01-01,"पुस १७, २०७०",परवर(लोकल),केजी,180.0,190.0,185.0,statistical_outlier,False,True,manual_review
2014-01-02,"पुस १८, २०७०",परवर(लोकल),केजी,180.0,200.0,190.0,statistical_outlier,False,True,manual_review
2026-01-11,"पुस २७, २०८२",परवर(लोकल),केजी,220.0,240.0,226.67,statistical_outlier,False,True,manual_review
2014-02-13,"फाल्गुण ०१, २०७०",परवर(लोकल),केजी,280.0,300.0,290.0,statistical_outlier,False,True,manual_review
2015-02-13,"फाल्गुण ०१, २०७१",परवर(लोकल),केजी,240.0,250.0,245.0,statistical_outlier,False,True,manual_review
2014-02-14,"फाल्गुण ०२, २०७०",परवर(लोकल),केजी,280.0,300.0,290.0,statistical_outlier,False,True,manual_review
2015-02-14,"फाल्गुण ०२, २०७१",परवर(लोकल),केजी,230.0,240.0,235.0,statistical_outlier,False,True,manual_review
2015-02-15,"फाल्गुण ०३, २०७१",परवर(लोकल),केजी,230.0,240.0,235.0,statistical_outlier,False,True,manual_review
2014-02-16,"फाल्गुण ०४, २०७०",परवर(लोकल),केजी,180.0,200.0,190.0,statistical_outlier,False,True,manual_review
2015-02-16,"फाल्गुण ०४, २०७१",परवर(लोकल),केजी,230.0,240.0,235.0,statistical_outlier,False,True,manual_review
2014-02-18,"फाल्गुण ०६, २०७०",परवर(लोकल),केजी,230.0,240.0,235.0,statistical_outlier,False,True,manual_review
2015-02-18,"फाल्गुण ०६, २०७१",परवर(लोकल),केजी,230.0,240.0,237.0,statistical_outlier,False,True,manual_review
2015-02-19,"फाल्गुण ०७, २०७१",परवर(लोकल),केजी,230.0,240.0,235.0,statistical_outlier,False,True,manual_review
2015-02-20,"फाल्गुण ०८, २०७१",परवर(लोकल),केजी,230.0,240.0,235.0,statistical_outlier,False,True,manual_review
2015-02-22,"फाल्गुण १०, २०७१",परवर(लोकल),केजी,230.0,240.0,235.0,statistical_outlier,False,True,manual_review
2014-02-23,"फाल्गुण ११, २०७०",परवर(लोकल),केजी,190.0,200.0,195.0,statistical_outlier,False,True,manual_review
2015-02-23,"फाल्गुण ११, २०७१",परवर(लोकल),केजी,230.0,240.0,235.0,statistical_outlier,False,True,manual_review
2014-02-24,"फाल्गुण १२, २०७०",परवर(लोकल),केजी,180.0,200.0,190.0,statistical_outlier,False,True,manual_review
2015-02-24,"फाल्गुण १२, २०७१",परवर(लोकल),केजी,230.0,240.0,235.0,statistical_outlier,False,True,manual_review
2014-02-25,"फाल्गुण १३, २०७०",परवर(लोकल),केजी,250.0,300.0,275.0,statistical_outlier,False,True,manual_review
2023-02-25,"फाल्गुण १३, २०७९",परवर(लोकल),केजी,200.0,220.0,210.0,statistical_outlier,False,True,manual_review
2014-02-26,"फाल्गुण १४, २०७०",परवर(लोकल),केजी,240.0,250.0,245.0,statistical_outlier,False,True,manual_review
2023-02-26,"फाल्गुण १४, २०७९",परवर(लोकल),केजी,200.0,220.0,210.0,statistical_outlier,False,True,manual_review
2023-02-27,"फाल्गुण १५, २०७९",परवर(लोकल),केजी,180.0,200.0,193.33,statistical_outlier,False,True,manual_review
2014-02-28,"फाल्गुण १६, २०७०",परवर(लोकल),केजी,190.0,200.0,195.0,statistical_outlier,False,True,manual_review
2021-02-28,"फाल्गुण १६, २०७७",परवर(लोकल),केजी,230.0,240.0,235.0,statistical_outlier,False,True,manual_review
2025-02-28,"फाल्गुण १६, २०८१",परवर(लोकल),केजी,180.0,200.0,190.0,statistical_outlier,False,True,manual_review
2014-03-10,"फाल्गुण २६, २०७०",परवर(लोकल),केजी,180.0,190.0,185.0,statistical_outlier,False,True,manual_review
2014-03-11,"फाल्गुण २७, २०७०",परवर(लोकल),केजी,180.0,190.0,185.0,statistical_outlier,False,True,manual_review
2015-01-19,"माघ ०५, २०७१",परवर(लोकल),केजी,190.0,200.0,197.0,statistical_outlier,False,True,manual_review
2014-01-23,"माघ ०९, २०७०",परवर(लोकल),केजी,280.0,300.0,290.0,statistical_outlier,False,True,manual_review
2014-01-24,"माघ १०, २०७०",परवर(लोकल),केजी,280.0,300.0,290.0,statistical_outlier,False,True,manual_review
2015-01-29,"माघ १५, २०७१",परवर(लोकल),केजी,230.0,250.0,237.0,statistical_outlier,False,True,manual_review
2015-01-31,"माघ १७, २०७१",परवर(लोकल),केजी,230.0,240.0,235.0,statistical_outlier,False,True,manual_review
2015-02-01,"माघ १८, २०७१",परवर(लोकल),केजी,240.0,250.0,245.0,statistical_outlier,False,True,manual_review
2015-02-02,"माघ १९, २०७१",परवर(लोकल),केजी,240.0,250.0,245.0,statistical_outlier,False,True,manual_review
2015-02-03,"माघ २०, २०७१",परवर(लोकल),केजी,230.0,240.0,235.0,statistical_outlier,False,True,manual_review
2015-02-04,"माघ २१, २०७१",परवर(लोकल),केजी,240.0,250.0,245.0,statistical_outlier,False,True,manual_review
2015-02-05,"माघ २२, २०७१",परवर(लोकल),केजी,230.0,240.0,235.0,statistical_outlier,False,True,manual_review
2015-02-06,"माघ २३, २०७१",परवर(लोकल),केजी,230.0,240.0,235.0,statistical_outlier,False,True,manual_review
2021-02-05,"माघ २३, २०७७",परवर(लोकल),केजी,280.0,300.0,290.0,statistical_outlier,False,True,manual_review
2015-02-07,"माघ २४, २०७१",परवर(लोकल),केजी,230.0,240.0,235.0,statistical_outlier,False,True,manual_review
2015-02-08,"माघ २५, २०७१",परवर(लोकल),केजी,230.0,240.0,235.0,statistical_outlier,False,True,manual_review
2015-02-10,"माघ २७, २०७१",परवर(लोकल),केजी,230.0,240.0,235.0,statistical_outlier,False,True,manual_review
2015-02-11,"माघ २८, २०७१",परवर(लोकल),केजी,240.0,250.0,245.0,statistical_outlier,False,True,manual_review
2021-02-10,"माघ २८, २०७७",परवर(लोकल),केजी,200.0,220.0,210.0,statistical_outlier,False,True,manual_review
2014-02-12,"माघ २९, २०७०",परवर(लोकल),केजी,280.0,300.0,290.0,statistical_outlier,False,True,manual_review
2015-02-12,"माघ २९, २०७१",परवर(लोकल),केजी,240.0,250.0,245.0,statistical_outlier,False,True,manual_review
2025-07-11,"असार २७, २०८२",पार्सले,केजी,1000.0,1200.0,1100.0,statistical_outlier,False,True,manual_review
2025-07-12,"असार २८, २०८२",पार्सले,केजी,1000.0,1200.0,1100.0,statistical_outlier,False,True,manual_review
2025-07-13,"असार २९, २०८२",पार्सले,केजी,1000.0,1200.0,1100.0,statistical_outlier,False,True,manual_review
2025-07-14,"असार ३०, २०८२",पार्सले,केजी,1000.0,1200.0,1100.0,statistical_outlier,False,True,manual_review
2025-07-15,"असार ३१, २०८२",पार्सले,केजी,1000.0,1200.0,1100.0,statistical_outlier,False,True,manual_review
2025-07-16,"असार ३२, २०८२",पार्सले,केजी,1000.0,1200.0,1100.0,statistical_outlier,False,True,manual_review
2024-09-17,"असोज ०१, २०८१",पार्सले,केजी,1600.0,1800.0,1700.0,statistical_outlier,False,True,manual_review
2024-09-18,"असोज ०२, २०८१",पार्सले,केजी,1800.0,2000.0,1900.0,statistical_outlier,False,True,manual_review
2024-09-19,"असोज ०३, २०८१",पार्सले,केजी,1800.0,2000.0,1900.0,statistical_outlier,False,True,manual_review
2024-09-21,"असोज ०५, २०८१",पार्सले,केजी,1800.0,2000.0,1900.0,statistical_outlier,False,True,manual_review
2024-09-22,"असोज ०६, २०८१",पार्सले,केजी,1800.0,2000.0,1900.0,statistical_outlier,False,True,manual_review
2024-09-23,"असोज ०७, २०८१",पार्सले,केजी,1800.0,2000.0,1900.0,statistical_outlier,False,True,manual_review
2024-09-24,"असोज ०८, २०८१",पार्सले,केजी,1800.0,2000.0,1900.0,statistical_outlier,False,True,manual_review
2024-09-25,"असोज ०९, २०८१",पार्सले,केजी,1800.0,2000.0,1900.0,statistical_outlier,False,True,manual_review
2024-09-27,"असोज ११, २०८१",पार्सले,केजी,1800.0,2000.0,1900.0,statistical_outlier,False,True,manual_review
2024-09-28,"असोज १२, २०८१",पार्सले,केजी,1800.0,2000.0,1900.0,statistical_outlier,False,True,manual_review
2024-09-29,"असोज १३, २०८१",पार्सले,केजी,1800.0,2000.0,1900.0,statistical_outlier,False,True,manual_review
2024-09-30,"असोज १४, २०८१",पार्सले,केजी,2000.0,2500.0,2266.67,statistical_outlier,False,True,manual_review
2024-10-01,"असोज १५, २०८१",पार्सले,केजी,2000.0,2500.0,2233.33,statistical_outlier,False,True,manual_review
2024-10-02,"असोज १६, २०८१",पार्सले,केजी,2000.0,2500.0,2266.67,statistical_outlier,False,True,manual_review
2024-10-03,"असोज १७, २०८१",पार्सले,केजी,2000.0,2500.0,2266.67,statistical_outlier,False,True,manual_review
2025-10-03,"असोज १७, २०८२",पार्सले,केजी,900.0,1200.0,1033.33,statistical_outlier,False,True,manual_review
2024-10-04,"असोज १८, २०८१",पार्सले,केजी,2000.0,2500.0,2266.67,statistical_outlier,False,True,manual_review
2025-10-04,"असोज १८, २०८२",पार्सले,केजी,1000.0,1300.0,1166.67,statistical_outlier,False,True,manual_review
2024-10-05,"असोज १९, २०८१",पार्सले,केजी,2000.0,2500.0,2266.67,statistical_outlier,False,True,manual_review
2025-10-05,"असोज १९, २०८२",पार्सले,केजी,1000.0,1400.0,1200.0,statistical_outlier,False,True,manual_review
2024-10-06,"असोज २०, २०८१",पार्सले,केजी,2000.0,2500.0,2266.67,statistical_outlier,False,True,manual_review
2024-10-07,"असोज २१, २०८१",पार्सले,केजी,2000.0,2500.0,2266.67,statistical_outlier,False,True,manual_review
2024-10-08,"असोज २२, २०८१",पार्सले,केजी,2000.0,2500.0,2233.33,statistical_outlier,False,True,manual_review
2024-10-09,"असोज २३, २०८१",पार्सले,केजी,2000.0,2500.0,2266.67,statistical_outlier,False,True,manual_review
2024-10-10,"असोज २४, २०८१",पार्सले,केजी,2500.0,3000.0,2766.67,statistical_outlier,False,True,manual_review
2024-10-11,"असोज २५, २०८१",पार्सले,केजी,2500.0,3000.0,2766.67,statistical_outlier,False,True,manual_review
2024-10-13,"असोज २७, २०८१",पार्सले,केजी,2500.0,3000.0,2766.67,statistical_outlier,False,True,manual_review
2024-10-14,"असोज २८, २०८१",पार्सले,केजी,2500.0,3000.0,2766.67,statistical_outlier,False,True,manual_review
2024-10-15,"असोज २९, २०८१",पार्सले,केजी,2500.0,3000.0,2766.67,statistical_outlier,False,True,manual_review
2024-10-16,"असोज ३०, २०८१",पार्सले,केजी,2500.0,3000.0,2766.67,statistical_outlier,False,True,manual_review
2024-10-17,"कार्तिक ०१, २०८१",पार्सले,केजी,2500.0,3000.0,2766.67,statistical_outlier,False,True,manual_review
2024-10-18,"कार्तिक ०२, २०८१",पार्सले,केजी,2500.0,3000.0,2766.67,statistical_outlier,False,True,manual_review
2024-10-19,"कार्तिक ०३, २०८१",पार्सले,केजी,2500.0,3000.0,2766.67,statistical_outlier,False,True,manual_review
2024-10-20,"कार्तिक ०४, २०८१",पार्सले,केजी,2500.0,3000.0,2766.67,statistical_outlier,False,True,manual_review
2024-10-21,"कार्तिक ०५, २०८१",पार्सले,केजी,2500.0,3000.0,2766.67,statistical_outlier,False,True,manual_review
2024-10-22,"कार्तिक ०६, २०८१",पार्सले,केजी,2500.0,3000.0,2766.67,statistical_outlier,False,True,manual_review
2024-10-23,"कार्तिक ०७, २०८१",पार्सले,केजी,2500.0,3000.0,2766.67,statistical_outlier,False,True,manual_review
2024-10-24,"कार्तिक ०८, २०८१",पार्सले,केजी,2500.0,3000.0,2766.67,statistical_outlier,False,True,manual_review
2024-10-25,"कार्तिक ०९, २०८१",पार्सले,केजी,2500.0,3000.0,2766.67,statistical_outlier,False,True,manual_review
2024-10-26,"कार्तिक १०, २०८१",पार्सले,केजी,2500.0,3000.0,2766.67,statistical_outlier,False,True,manual_review
2024-10-27,"कार्तिक ११, २०८१",पार्सले,केजी,2000.0,2500.0,2266.67,statistical_outlier,False,True,manual_review
2024-10-28,"कार्तिक १२, २०८१",पार्सले,केजी,2000.0,2500.0,2233.33,statistical_outlier,False,True,manual_review
2024-10-29,"कार्तिक १३, २०८१",पार्सले,केजी,2000.0,2500.0,2266.67,statistical_outlier,False,True,manual_review
2024-10-30,"कार्तिक १४, २०८१",पार्सले,केजी,2000.0,2500.0,2266.67,statistical_outlier,False,True,manual_review
2024-10-31,"कार्तिक १५, २०८१",पार्सले,केजी,2000.0,2500.0,2266.67,statistical_outlier,False,True,manual_review
2024-11-01,"कार्तिक १६, २०८१",पार्सले,केजी,2000.0,2500.0,2266.67,statistical_outlier,False,True,manual_review
2024-11-02,"कार्तिक १७, २०८१",पार्सले,केजी,2000.0,2500.0,2266.67,statistical_outlier,False,True,manual_review
2024-11-03,"कार्तिक १८, २०८१",पार्सले,केजी,2000.0,2500.0,2266.67,statistical_outlier,False,True,manual_review
2024-11-04,"कार्तिक १९, २०८१",पार्सले,केजी,1500.0,1800.0,1650.0,statistical_outlier,False,True,manual_review
2024-11-05,"कार्तिक २०, २०८१",पार्सले,केजी,1500.0,1800.0,1666.67,statistical_outlier,False,True,manual_review
2024-11-06,"कार्तिक २१, २०८१",पार्सले,केजी,1500.0,1800.0,1666.67,statistical_outlier,False,True,manual_review
2024-11-07,"कार्तिक २२, २०८१",पार्सले,केजी,1500.0,1800.0,1666.67,statistical_outlier,False,True,manual_review
2024-11-08,"कार्तिक २३, २०८१",पार्सले,केजी,1500.0,1800.0,1666.67,statistical_outlier,False,True,manual_review
2024-11-09,"कार्तिक २४, २०८१",पार्सले,केजी,1500.0,2000.0,1733.33,statistical_outlier,False,True,manual_review
2024-11-10,"कार्तिक २५, २०८१",पार्सले,केजी,1500.0,1800.0,1666.67,statistical_outlier,False,True,manual_review
2024-11-11,"कार्तिक २६, २०८१",पार्सले,केजी,1500.0,1800.0,1666.67,statistical_outlier,False,True,manual_review
2024-11-12,"कार्तिक २७, २०८१",पार्सले,केजी,1500.0,1800.0,1666.67,statistical_outlier,False,True,manual_review
2024-11-13,"कार्तिक २८, २०८१",पार्सले,केजी,1500.0,1800.0,1650.0,statistical_outlier,False,True,manual_review
2024-11-14,"कार्तिक २९, २०८१",पार्सले,केजी,1500.0,1800.0,1633.33,statistical_outlier,False,True,manual_review
2024-11-15,"कार्तिक ३०, २०८१",पार्सले,केजी,1500.0,1800.0,1666.67,statistical_outlier,False,True,manual_review
2024-08-17,"भदौ ०१, २०८१",पार्सले,केजी,1200.0,1300.0,1250.0,statistical_outlier,False,True,manual_review
2025-08-17,"भदौ ०१, २०८२",पार्सले,केजी,1100.0,1300.0,1200.0,statistical_outlier,False,True,manual_review
2024-08-18,"भदौ ०२, २०८१",पार्सले,केजी,1200.0,1300.0,1250.0,statistical_outlier,False,True,manual_review
2025-08-18,"भदौ ०२, २०८२",पार्सले,केजी,1200.0,1400.0,1275.0,statistical_outlier,False,True,manual_review
2024-08-19,"भदौ ०३, २०८१",पार्सले,केजी,1200.0,1300.0,1250.0,statistical_outlier,False,True,manual_review
2025-08-19,"भदौ ०३, २०८२",पार्सले,केजी,1200.0,1300.0,1262.5,statistical_outlier,False,True,manual_review
2024-08-20,"भदौ ०४, २०८१",पार्सले,केजी,1200.0,1300.0,1250.0,statistical_outlier,False,True,manual_review
2025-08-20,"भदौ ०४, २०८२",पार्सले,केजी,1200.0,1400.0,1300.0,statistical_outlier,False,True,manual_review
2024-08-21,"भदौ ०५, २०८१",पार्सले,केजी,1200.0,1300.0,1250.0,statistical_outlier,False,True,manual_review
2025-08-21,"भदौ ०५, २०८२",पार्सले,केजी,1100.0,1300.0,1220.0,statistical_outlier,False,True,manual_review
2024-08-22,"भदौ ०६, २०८१",पार्सले,केजी,1200.0,1300.0,1250.0,statistical_outlier,False,True,manual_review
2025-08-22,"भदौ ०६, २०८२",पार्सले,केजी,1200.0,1400.0,1300.0,statistical_outlier,False,True,manual_review
2024-08-23,"भदौ ०७, २०८१",पार्सले,केजी,1200.0,1300.0,1250.0,statistical_outlier,False,True,manual_review
2025-08-23,"भदौ ०७, २०८२",पार्सले,केजी,1200.0,1400.0,1300.0,statistical_outlier,False,True,manual_review
2024-08-24,"भदौ ०८, २०८१",पार्सले,केजी,1200.0,1300.0,1250.0,statistical_outlier,False,True,manual_review
2025-08-24,"भदौ ०८, २०८२",पार्सले,केजी,1300.0,1400.0,1340.0,statistical_outlier,False,True,manual_review
2024-08-25,"भदौ ०९, २०८१",पार्सले,केजी,1200.0,1300.0,1250.0,statistical_outlier,False,True,manual_review
2025-08-25,"भदौ ०९, २०८२",पार्सले,केजी,1100.0,1300.0,1220.0,statistical_outlier,False,True,manual_review
2024-08-26,"भदौ १०, २०८१",पार्सले,केजी,1200.0,1300.0,1250.0,statistical_outlier,False,True,manual_review
2025-08-26,"भदौ १०, २०८२",पार्सले,केजी,1100.0,1300.0,1200.0,statistical_outlier,False,True,manual_review
2024-08-27,"भदौ ११, २०८१",पार्सले,केजी,1200.0,1300.0,1250.0,statistical_outlier,False,True,manual_review
2025-08-27,"भदौ ११, २०८२",पार्सले,केजी,1100.0,1300.0,1160.0,statistical_outlier,False,True,manual_review
2024-08-28,"भदौ १२, २०८१",पार्सले,केजी,1200.0,1300.0,1250.0,statistical_outlier,False,True,manual_review
2025-08-28,"भदौ १२, २०८२",पार्सले,केजी,1100.0,1300.0,1200.0,statistical_outlier,False,True,manual_review
2024-08-29,"भदौ १३, २०८१",पार्सले,केजी,1200.0,1300.0,1250.0,statistical_outlier,False,True,manual_review
2025-08-29,"भदौ १३, २०८२",पार्सले,केजी,1200.0,1300.0,1250.0,statistical_outlier,False,True,manual_review
2024-08-30,"भदौ १४, २०८१",पार्सले,केजी,1400.0,1500.0,1450.0,statistical_outlier,False,True,manual_review
2025-08-30,"भदौ १४, २०८२",पार्सले,केजी,1200.0,1300.0,1250.0,statistical_outlier,False,True,manual_review
2024-08-31,"भदौ १५, २०८१",पार्सले,केजी,1500.0,1600.0,1550.0,statistical_outlier,False,True,manual_review
2025-08-31,"भदौ १५, २०८२",पार्सले,केजी,1200.0,1300.0,1250.0,statistical_outlier,False,True,manual_review
2024-09-01,"भदौ १६, २०८१",पार्सले,केजी,1500.0,1600.0,1550.0,statistical_outlier,False,True,manual_review
2025-09-01,"भदौ १६, २०८२",पार्सले,केजी,1200.0,1300.0,1250.0,statistical_outlier,False,True,manual_review
2024-09-02,"भदौ १७, २०८१",पार्सले,केजी,1500.0,1600.0,1550.0,statistical_outlier,False,True,manual_review
