fetched_at_utc,requested_date_ad,scrape_date_bs,commodity,unit,min_price,max_price,avg_price
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",ताजा माछा(रहु),केजी,320.0,350.0,335.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",तामा,केजी,110.0,130.0,120.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",तितो करेला,केजी,100.0,120.0,110.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",तोफु,केजी,130.0,150.0,140.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",तोरीको साग,केजी,30.0,40.0,35.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",नासपाती(चाइनिज),केजी,220.0,250.0,235.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",निबुवा,केजी,55.0,65.0,60.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",पार्सले,केजी,350.0,400.0,375.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",पालूगो साग,केजी,60.0,80.0,70.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",पिंडालू,केजी,50.0,60.0,55.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",पुदीना,केजी,300.0,350.0,325.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",प्याज सुकेको (भारतीय),केजी,35.0,37.0,36.17
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",प्याज हरियो,केजी,50.0,60.0,55.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",फर्सी पाकेको,केजी,50.0,60.0,55.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",फर्सी हरियो(लाम्चो),केजी,10.0,15.0,12.5
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",बकूला,केजी,45.0,55.0,50.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",बन्दा(तराई),केजी,30.0,40.0,35.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",बन्दा(नरिवल),केजी,25.0,35.0,30.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",बन्दा(लोकल),केजी,35.0,45.0,40.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",बरेला,केजी,40.0,50.0,45.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",ब्रोकाउली,केजी,20.0,35.0,27.86
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",भन्टा डल्लो,केजी,80.0,90.0,83.75
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",भन्टा लाम्चो,केजी,75.0,90.0,82.5
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",भिण्डी,केजी,100.0,120.0,110.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",भुई कटहर,प्रति गोटा,140.0,150.0,145.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",भेडे खु्र्सानी,केजी,80.0,100.0,90.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",मटरकोशा,केजी,35.0,50.0,42.5
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",माछा सुकेको,केजी,800.0,1000.0,900.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",मूला रातो,केजी,25.0,35.0,30.0
2026-03-21T20:42:46.251174+00:00,2026-03-06,"फाल्गुण २२, २०८२",मूला सेतो(लोकल),केजी,10.0,15.0,12.5
